model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.98287,0.99797,1.0,64,28000,12000
rssm,posterior,state,0,1,0.99357,0.99413,1.0,640,28000,12000
rssm,post_deter,state,0,1,0.98962,0.99077,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.63853,0.90501,1.0,128,28000,12000
rssm,prior,state,0,1,0.99072,0.99053,10.0,640,28000,12000
rssm,enc,state,1,1,0.93414,0.966,10.0,64,27972,11988
rssm,posterior,state,1,1,0.96502,0.96715,10.0,640,27972,11988
rssm,post_deter,state,1,1,0.96221,0.96582,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.63115,0.88448,1.0,128,27972,11988
rssm,prior,state,1,1,0.96347,0.96487,10.0,640,27972,11988
rssm,imag1,state,1,1,0.99073,0.99074,10.0,640,27972,11988
rssm,enc,state,5,1,0.74943,0.85881,10.0,64,27860,11940
rssm,posterior,state,5,1,0.84747,0.85718,10.0,640,27860,11940
rssm,post_deter,state,5,1,0.84448,0.85278,10.0,512,27860,11940
rssm,post_stoch,state,5,1,0.57301,0.77961,10.0,128,27860,11940
rssm,prior,state,5,1,0.84807,0.85596,10.0,640,27860,11940
rssm,imag5,state,5,1,0.98507,0.98396,10.0,640,27860,11940
rssm,enc,state,20,1,0.38238,0.51064,10.0,64,27440,11760
rssm,posterior,state,20,1,0.48328,0.4311,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.48069,0.40915,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.27406,0.41121,10.0,128,27440,11760
rssm,prior,state,20,1,0.48357,0.43883,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.93483,0.9371,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,0.06011,0.14199,0.001,64,28000,12000
rssm,posterior,return_to_go,0,1,0.17384,-3e-05,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.16696,-0.02879,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.11944,0.12425,0.001,128,28000,12000
rssm,prior,return_to_go,0,1,0.17392,0.02707,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.94906,0.99764,0.001,64,28000,12000
rssm,posterior,regime,0,1,0.98997,0.9939,10.0,640,28000,12000
rssm,post_deter,regime,0,1,0.98692,0.98725,10.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.897,0.98086,0.1,128,28000,12000
rssm,prior,regime,0,1,0.98741,0.98965,1.0,640,28000,12000
rssm,enc,in_regime,0,1,0.23018,0.82375,0.001,64,28000,12000
rssm,posterior,in_regime,0,1,0.3592,0.8411,10.0,640,28000,12000
rssm,post_deter,in_regime,0,1,0.34037,0.79187,10.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,0.18683,0.59998,1.0,128,28000,12000
rssm,prior,in_regime,0,1,0.36907,0.77496,10.0,640,28000,12000
