model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.91003,0.78281,1000.0,64,28000,12000
rssm,posterior,state,0,1,0.90691,0.90095,1000.0,640,28000,12000
rssm,post_deter,state,0,1,0.90388,0.89101,1000.0,512,28000,12000
rssm,post_stoch,state,0,1,0.46317,0.6883,10.0,128,28000,12000
rssm,prior,state,0,1,0.88908,0.89757,1000.0,640,28000,12000
rssm,enc,state,1,1,0.16977,-0.04953,1000.0,64,27972,11988
rssm,posterior,state,1,1,0.14553,-0.38051,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.15077,-0.35641,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.09633,0.0351,1000.0,128,27972,11988
rssm,prior,state,1,1,0.13431,-0.43163,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.88921,0.8871,1000.0,640,27972,11988
rssm,enc,state,5,1,0.08212,-0.07665,1000.0,64,27860,11940
rssm,posterior,state,5,1,0.04989,-0.45741,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.06024,-0.40353,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.03756,-0.05016,1000.0,128,27860,11940
rssm,prior,state,5,1,0.04371,-0.43221,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.88591,0.88324,1000.0,640,27860,11940
rssm,enc,state,20,1,0.07235,-0.13283,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.03669,-0.45838,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.0462,-0.42628,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.03255,-0.08726,1000.0,128,27440,11760
rssm,prior,state,20,1,0.02735,-0.5423,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.88017,0.87832,1000.0,640,27440,11760
rssm,enc,return_to_go,0,1,-0.85726,-5.26878,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,-2.68061,-3.67831,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-2.15794,-4.3774,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,-1.63062,-2.78499,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,-2.93665,-4.11427,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.52122,0.88663,0.001,64,28000,12000
rssm,posterior,regime,0,1,0.12569,0.76677,1000.0,640,28000,12000
rssm,post_deter,regime,0,1,-0.06344,0.72579,1000.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.0194,0.35035,1000.0,128,28000,12000
rssm,prior,regime,0,1,0.18974,0.7489,1000.0,640,28000,12000
rssm,enc,in_regime,0,1,-0.54636,-5.8929,1000.0,64,28000,12000
rssm,posterior,in_regime,0,1,-1.85822,-5.69996,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,-1.2694,-4.50252,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,-1.25354,-4.83128,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,-2.16845,-6.87061,1000.0,640,28000,12000
