model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.89257,0.95772,1.0,64,28000,12000
rssm,posterior,state,0,1,0.93376,0.93801,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.85209,0.84706,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.31394,0.51621,10.0,128,28000,12000
rssm,prior,state,0,1,0.40776,0.71131,10.0,640,28000,12000
rssm,enc,state,1,1,0.34198,0.41273,10.0,64,27972,11988
rssm,posterior,state,1,1,0.41453,0.28078,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.4095,0.28499,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.09908,0.12948,10.0,128,27972,11988
rssm,prior,state,1,1,0.25144,-0.66283,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.41169,0.74709,10.0,640,27972,11988
rssm,enc,state,5,1,0.12924,0.07506,10.0,64,27860,11940
rssm,posterior,state,5,1,0.12487,-0.14512,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.13264,-0.11394,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.00397,-0.03785,1000.0,128,27860,11940
rssm,prior,state,5,1,0.03502,-0.66209,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.61506,-0.20432,10.0,640,27860,11940
rssm,enc,state,20,1,0.00961,-0.07564,1000.0,64,27440,11760
rssm,posterior,state,20,1,-0.00915,-0.33459,1000.0,640,27440,11760
rssm,post_deter,state,20,1,-0.00237,-0.3082,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,-0.00311,-0.07819,1000.0,128,27440,11760
rssm,prior,state,20,1,-0.14922,-1.61202,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.59152,0.49965,1000.0,640,27440,11760
rssm,enc,gait_phase,0,1,0.43514,0.46486,1.0,64,28000,12000
rssm,posterior,gait_phase,0,1,0.52824,0.38113,1000.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.52336,0.37078,1000.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.0649,0.03373,1000.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.21873,-1.47232,1000.0,640,28000,12000
rssm,enc,return_to_go,0,1,0.14501,0.00786,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.1475,-0.11067,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.15124,-0.12121,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.06573,-0.05148,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.11991,-0.23435,1000.0,640,28000,12000
rssm,enc,time_to_fall,0,1,0.53059,0.83156,0.001,64,28000,12000
rssm,posterior,time_to_fall,0,1,0.74671,0.82938,1000.0,640,28000,12000
rssm,post_deter,time_to_fall,0,1,0.75388,0.78127,1000.0,512,28000,12000
rssm,post_stoch,time_to_fall,0,1,0.20998,0.20626,10.0,128,28000,12000
rssm,prior,time_to_fall,0,1,0.72838,0.80996,1000.0,640,28000,12000
rssm,enc,reward_stand,0,1,0.67482,0.91798,0.001,64,28000,12000
rssm,posterior,reward_stand,0,1,0.92661,0.97336,10.0,640,28000,12000
rssm,post_deter,reward_stand,0,1,0.92891,0.97127,10.0,512,28000,12000
rssm,post_stoch,reward_stand,0,1,0.25521,0.32427,1000.0,128,28000,12000
rssm,prior,reward_stand,0,1,0.84692,0.96552,10.0,640,28000,12000
rssm,enc,reward_walk,0,1,0.43935,0.5239,0.001,64,28000,12000
rssm,posterior,reward_walk,0,1,0.48011,0.53139,1000.0,640,28000,12000
rssm,post_deter,reward_walk,0,1,0.47492,0.51539,10.0,512,28000,12000
rssm,post_stoch,reward_walk,0,1,0.17747,0.10592,1000.0,128,28000,12000
rssm,prior,reward_walk,0,1,0.40986,0.42363,10.0,640,28000,12000
rssm,enc,reward_run,0,1,0.68674,0.89858,0.001,64,28000,12000
rssm,posterior,reward_run,0,1,0.88909,0.94026,10.0,640,28000,12000
rssm,post_deter,reward_run,0,1,0.8905,0.93717,10.0,512,28000,12000
rssm,post_stoch,reward_run,0,1,0.27355,0.3303,1000.0,128,28000,12000
rssm,prior,reward_run,0,1,0.86438,0.89456,10.0,640,28000,12000
