model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.98631,,10.0,64,28000,12000
rssm,posterior,state,0,1,0.99537,,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.98275,,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.90193,,0.001,128,28000,12000
rssm,prior,state,0,1,0.98289,,10.0,640,28000,12000
rssm,enc,state,1,1,0.71712,,10.0,64,27972,11988
rssm,posterior,state,1,1,0.81567,,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.8104,,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.71277,,1.0,128,27972,11988
rssm,prior,state,1,1,0.81107,,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.98329,,10.0,640,27972,11988
rssm,enc,state,5,1,0.33588,,1000.0,64,27860,11940
rssm,posterior,state,5,1,0.58527,,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.58185,,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.45854,,10.0,128,27860,11940
rssm,prior,state,5,1,0.58255,,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.98066,,10.0,640,27860,11940
rssm,enc,state,20,1,0.19324,,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.23111,,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.22875,,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.17919,,1000.0,128,27440,11760
rssm,prior,state,20,1,0.22845,,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.97991,,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,0.00701,,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.00678,,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.00636,,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.00641,,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.00643,,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.77351,,0.1,64,28000,12000
rssm,posterior,regime,0,1,0.85058,,0.001,640,28000,12000
rssm,post_deter,regime,0,1,0.78112,,0.001,512,28000,12000
rssm,post_stoch,regime,0,1,0.28245,,0.001,128,28000,12000
rssm,prior,regime,0,1,0.78781,,1.0,640,28000,12000
rssm,enc,in_regime,0,1,0.00536,,1000.0,64,28000,12000
rssm,posterior,in_regime,0,1,-0.00461,,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,-0.00141,,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,0.00295,,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,-0.00348,,1000.0,640,28000,12000
