model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.97564,0.99291,0.001,64,28000,12000
rssm,posterior,state,0,1,0.99701,0.99642,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.99604,0.99363,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.94849,0.97985,10.0,128,28000,12000
rssm,prior,state,0,1,0.99633,0.99464,10.0,640,28000,12000
rssm,enc,state,1,1,0.24929,0.24151,0.001,64,27972,11988
rssm,posterior,state,1,1,0.26718,-0.05472,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.26463,-0.06167,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.21887,0.22412,10.0,128,27972,11988
rssm,prior,state,1,1,0.26555,-0.01615,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.99689,0.99516,10.0,640,27972,11988
rssm,enc,state,5,1,0.12758,0.11313,0.001,64,27860,11940
rssm,posterior,state,5,1,0.14102,-0.16882,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.13751,-0.19233,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.10595,0.09514,10.0,128,27860,11940
rssm,prior,state,5,1,0.13816,-0.15681,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.99724,0.99523,10.0,640,27860,11940
rssm,enc,state,20,1,0.03424,0.0034,10.0,64,27440,11760
rssm,posterior,state,20,1,0.03126,-0.35922,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.03068,-0.36109,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.02603,-0.01145,1000.0,128,27440,11760
rssm,prior,state,20,1,0.0302,-0.33307,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.99724,0.99453,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,1.0,-15464421272276.832,0.001,64,28000,12000
rssm,posterior,return_to_go,0,1,1.0,-18607925415038.062,0.001,640,28000,12000
rssm,post_deter,return_to_go,0,1,1.0,-32486869812010.72,0.001,512,28000,12000
rssm,post_stoch,return_to_go,0,1,1.0,-4910426139830.543,0.001,128,28000,12000
rssm,prior,return_to_go,0,1,1.0,-17710117340086.89,0.001,640,28000,12000
rssm,enc,regime,0,1,0.92762,0.98644,1.0,64,28000,12000
rssm,posterior,regime,0,1,0.98691,0.98707,0.1,640,28000,12000
rssm,post_deter,regime,0,1,0.97877,0.97474,10.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.88351,0.94762,10.0,128,28000,12000
rssm,prior,regime,0,1,0.97905,0.97509,10.0,640,28000,12000
rssm,enc,in_regime,0,1,1.0,-15464421272276.832,0.001,64,28000,12000
rssm,posterior,in_regime,0,1,1.0,-18607925415038.062,0.001,640,28000,12000
rssm,post_deter,in_regime,0,1,1.0,-32486869812010.72,0.001,512,28000,12000
rssm,post_stoch,in_regime,0,1,1.0,-4910426139830.543,0.001,128,28000,12000
rssm,prior,in_regime,0,1,1.0,-17710117340086.89,0.001,640,28000,12000
