model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.70145,0.68196,0.001,64,28000,12000
rssm,posterior,state,0,1,0.70994,0.60404,1000.0,640,28000,12000
rssm,post_deter,state,0,1,0.66169,0.5826,1000.0,512,28000,12000
rssm,post_stoch,state,0,1,0.43854,0.6283,0.001,128,28000,12000
rssm,prior,state,0,1,0.68793,0.58181,1000.0,640,28000,12000
rssm,enc,state,1,1,0.31463,0.49095,0.001,64,27972,11988
rssm,posterior,state,1,1,0.48862,0.48778,10.0,640,27972,11988
rssm,post_deter,state,1,1,0.45736,0.44623,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.22664,0.4207,0.001,128,27972,11988
rssm,prior,state,1,1,0.47569,0.44646,10.0,640,27972,11988
rssm,imag1,state,1,1,0.68783,0.57886,1000.0,640,27972,11988
rssm,enc,state,5,1,0.1246,0.21975,0.001,64,27860,11940
rssm,posterior,state,5,1,0.23747,0.11583,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.23184,0.11271,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.09074,0.15621,1.0,128,27860,11940
rssm,prior,state,5,1,0.2371,0.12082,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.61985,0.51816,1000.0,640,27860,11940
rssm,enc,state,20,1,0.04583,0.00471,0.001,64,27440,11760
rssm,posterior,state,20,1,0.06976,-0.20679,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.07049,-0.19789,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.03363,0.02008,10.0,128,27440,11760
rssm,prior,state,20,1,0.07067,-0.19231,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.54346,0.45851,1000.0,640,27440,11760
rssm,enc,return_to_go,0,1,0.04535,-0.00471,0.001,64,28000,12000
rssm,posterior,return_to_go,0,1,-0.03295,-0.56791,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-0.031,-0.55434,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,-0.01042,-0.07617,10.0,128,28000,12000
rssm,prior,return_to_go,0,1,-0.03368,-0.52075,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.40191,0.95973,10.0,64,28000,12000
rssm,posterior,regime,0,1,-0.00691,-0.47082,1000.0,640,28000,12000
rssm,post_deter,regime,0,1,-0.009,-0.4743,1000.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.00316,-0.03518,1000.0,128,28000,12000
rssm,prior,regime,0,1,-0.00874,-0.47162,1000.0,640,28000,12000
rssm,enc,in_regime,0,1,0.1158,0.48033,10.0,64,28000,12000
rssm,posterior,in_regime,0,1,-0.03937,-0.40667,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,-0.03907,-0.38145,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,-0.00659,-0.05759,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,-0.03852,-0.34454,1000.0,640,28000,12000
