model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.91046,0.97661,1.0,64,28000,12000
rssm,posterior,state,0,1,0.9446,0.96042,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.83746,0.83684,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.503,0.6363,10.0,128,28000,12000
rssm,prior,state,0,1,0.8644,0.85296,10.0,640,28000,12000
rssm,enc,state,1,1,0.3426,0.41336,10.0,64,27972,11988
rssm,posterior,state,1,1,0.42965,0.3089,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.41009,0.30929,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.13694,0.16139,10.0,128,27972,11988
rssm,prior,state,1,1,0.41846,0.29569,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.86442,0.84855,10.0,640,27972,11988
rssm,enc,state,5,1,0.12121,0.0957,10.0,64,27860,11940
rssm,posterior,state,5,1,0.14688,-0.10084,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.14193,-0.05575,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.03776,-0.02638,1000.0,128,27860,11940
rssm,prior,state,5,1,0.14338,-0.08422,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.7478,0.71168,1000.0,640,27860,11940
rssm,enc,state,20,1,0.01276,-0.06638,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.00104,-0.32328,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.003,-0.27582,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.00629,-0.09388,1000.0,128,27440,11760
rssm,prior,state,20,1,0.00138,-0.29565,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.564,0.47841,1000.0,640,27440,11760
rssm,enc,gait_phase,0,1,0.43525,0.47615,10.0,64,28000,12000
rssm,posterior,gait_phase,0,1,0.55576,0.41467,1000.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.54793,0.41146,1000.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.07004,0.06696,10.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.54829,0.40053,1000.0,640,28000,12000
rssm,enc,return_to_go,0,1,0.16985,0.03214,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.15153,-0.21361,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.1515,-0.2163,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.00676,-0.14851,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.15312,-0.2284,1000.0,640,28000,12000
rssm,enc,time_to_fall,0,1,0.45688,0.68275,1000.0,64,28000,12000
rssm,posterior,time_to_fall,0,1,0.66265,0.75422,1000.0,640,28000,12000
rssm,post_deter,time_to_fall,0,1,0.66652,0.75616,1000.0,512,28000,12000
rssm,post_stoch,time_to_fall,0,1,0.03172,0.20374,1000.0,128,28000,12000
rssm,prior,time_to_fall,0,1,0.6642,0.76418,1000.0,640,28000,12000
rssm,enc,reward_stand,0,1,0.66072,0.94452,10.0,64,28000,12000
rssm,posterior,reward_stand,0,1,0.93839,0.97466,10.0,640,28000,12000
rssm,post_deter,reward_stand,0,1,0.93717,0.96957,10.0,512,28000,12000
rssm,post_stoch,reward_stand,0,1,0.0502,0.17678,1000.0,128,28000,12000
rssm,prior,reward_stand,0,1,0.93763,0.97088,10.0,640,28000,12000
rssm,enc,reward_walk,0,1,0.49955,0.74509,1000.0,64,28000,12000
rssm,posterior,reward_walk,0,1,0.65556,0.72466,1000.0,640,28000,12000
rssm,post_deter,reward_walk,0,1,0.64644,0.67585,1000.0,512,28000,12000
rssm,post_stoch,reward_walk,0,1,0.04814,-0.02074,1000.0,128,28000,12000
rssm,prior,reward_walk,0,1,0.64602,0.66545,1000.0,640,28000,12000
rssm,enc,reward_run,0,1,0.66629,0.93393,10.0,64,28000,12000
rssm,posterior,reward_run,0,1,0.91937,0.95865,10.0,640,28000,12000
rssm,post_deter,reward_run,0,1,0.91765,0.95386,10.0,512,28000,12000
rssm,post_stoch,reward_run,0,1,0.05106,0.18812,1000.0,128,28000,12000
rssm,prior,reward_run,0,1,0.91769,0.95835,10.0,640,28000,12000
