model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.88472,0.85115,10.0,64,28000,12000
rssm,posterior,state,0,1,0.91093,0.87605,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.91156,0.87033,1000.0,512,28000,12000
rssm,post_stoch,state,0,1,0.42452,0.67277,10.0,128,28000,12000
rssm,prior,state,0,1,0.90184,0.85757,10.0,640,28000,12000
rssm,enc,state,1,1,0.16691,0.0809,1000.0,64,27972,11988
rssm,posterior,state,1,1,0.18512,-0.3512,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.18471,-0.36836,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.1045,0.05267,10.0,128,27972,11988
rssm,prior,state,1,1,0.18379,-0.35405,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.90191,0.86359,10.0,640,27972,11988
rssm,enc,state,5,1,0.08687,-0.04582,1000.0,64,27860,11940
rssm,posterior,state,5,1,0.09245,-0.47337,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.09706,-0.47221,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.05591,-0.02664,10.0,128,27860,11940
rssm,prior,state,5,1,0.09431,-0.43585,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.89616,0.869,10.0,640,27860,11940
rssm,enc,state,20,1,0.07885,-0.04693,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.08269,-0.5,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.08606,-0.46155,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.04927,-0.0332,10.0,128,27440,11760
rssm,prior,state,20,1,0.08501,-0.41551,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.89523,0.87399,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,-0.60869,-0.08685,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,-0.80409,-0.046,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-0.86494,-0.06187,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,-0.32512,-0.06522,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,-0.80502,-0.05052,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.32139,0.91566,10.0,64,28000,12000
rssm,posterior,regime,0,1,0.29875,0.68971,10.0,640,28000,12000
rssm,post_deter,regime,0,1,0.00902,0.55044,10.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.30936,0.47632,10.0,128,28000,12000
rssm,prior,regime,0,1,0.35738,0.65922,10.0,640,28000,12000
rssm,enc,in_regime,0,1,-0.08725,-0.07386,1000.0,64,28000,12000
rssm,posterior,in_regime,0,1,-0.18273,-0.03155,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,-0.19425,-0.02083,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,-0.03862,-0.0182,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,-0.17924,-0.03713,1000.0,640,28000,12000
