run_id,err_diff,expl_mode,horizon,n_all,n_in_norew,n_in_regime,n_in_rew,n_out_norew,n_out_regime,n_out_rew,n_rewarded,n_unrewarded,nll_all,nll_in_norew,nll_in_regime,nll_in_rew,nll_out_norew,nll_out_regime,nll_out_rew,nll_rewarded,nll_unrewarded,reward_aware
ax1wm_cup_fq1s1_seed3,0.017269,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.020676780136841884,0.006088888323301414,0.006088888323301414,,0.02402637238523887,0.023358007911775655,0.021172039762245902,0.021172039762245902,0.020554661325098422,0
ax1wm_cup_fq1s1_seed3,0.023515,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.026753894552450412,0.006893759497203861,0.006893759497203861,,0.03071013359314089,0.030408472932128238,0.029423378206203513,0.029423378206203513,0.0260948449720974,0
ax1wm_cup_fq1s1_seed3,0.040366,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.04314853711132678,0.009081605729252254,0.009081605729252254,,0.05244747840163896,0.049447221261973054,0.03970598557248354,0.03970598557248354,0.04400234510721899,0
ax1wm_cup_fq1s1_seed3,0.125724,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.1393661993533815,0.033350860823709645,0.033350860823709645,,0.17757088507812321,0.1590749320234454,0.10004938212568074,0.10004938212568074,0.14926857184073597,0
ax1wm_cup_fq1s1_seed4,0.01407,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.01700294487428342,0.005117844650725426,0.005117844650725426,,0.019552523390991717,0.01918740450934163,0.01799323833539263,0.01799323833539263,0.01675876292496882,0
ax1wm_cup_fq1s1_seed4,0.020161,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.022995467693040065,0.005967430600709985,0.005967430600709985,,0.02643562109226116,0.026128895337558623,0.025127260181524523,0.025127260181524523,0.022469164809349386,0
ax1wm_cup_fq1s1_seed4,0.039584,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.04196932694546125,0.008562321465582702,0.008562321465582702,,0.05213121557945439,0.048145996442831476,0.035206785876222925,0.035206785876222925,0.04364654559340784,0
ax1wm_cup_fq1s1_seed4,0.119302,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.13839571691600958,0.03779555080912009,0.03779555080912009,,0.1765550253594737,0.15709774445148533,0.09500433938529824,0.09500433938529824,0.1493243121926841,0
ax1wm_cup_fq1s1_seed9,0.013753,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.017960353582875493,0.006342511307911263,0.006342511307911263,,0.020964291459814384,0.02009569169688045,0.017254829425096103,0.017254829425096103,0.018134318443697808,0
ax1wm_cup_fq1s1_seed9,0.019318,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.02380285272086097,0.007486832051638101,0.007486832051638101,,0.02765687308430717,0.026805258103012,0.02402424773269666,0.02402424773269666,0.023748194101978846,0
ax1wm_cup_fq1s1_seed9,0.036758,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.041007493718735515,0.009984822007978603,0.009984822007978603,,0.05042194524264674,0.046743320301521445,0.03479955985146666,0.03479955985146666,0.04254716088538168,0
ax1wm_cup_fq1s1_seed9,0.118812,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.14022184397268148,0.04003544764334189,0.04003544764334189,,0.1763186506087874,0.1588469498282779,0.10309006381272016,0.10309006381272016,0.14957389086226128,0
ax1wm_cup_fq2s0_seed1,0.017568,apt,0,60060,9325,9325,0,38855,50735,11880,11880,48180,0.02886214246688197,0.01402137724727832,0.01402137724727832,,0.028996852613431066,0.03158984791031952,0.040070557696565375,0.040070557696565375,0.026098423643124417,0
ax1wm_cup_fq2s0_seed1,0.021586,apt,1,60000,9325,9325,0,38795,50675,11880,11880,48120,0.03539601999426497,0.01716459393441862,0.01716459393441862,,0.03528320670988684,0.03875089020656032,0.05007486169254077,0.05007486169254077,0.031772066557533535,0
ax1wm_cup_fq2s0_seed1,0.042733,apt,5,59760,9325,9325,0,38559,50435,11876,11876,47884,0.05882167637376557,0.02275697199990538,0.02275697199990538,,0.061423875821366325,0.06548973165851318,0.07869075348611054,0.07869075348611054,0.05389382657453808,0
ax1wm_cup_fq2s0_seed1,0.155998,apt,20,58860,9227,9227,0,37791,49633,11842,11842,47018,0.19204593575778478,0.06050239891059119,0.06050239891059119,,0.20630643296761522,0.2165004763757014,0.24903240463401785,0.24903240463401785,0.17769326732373072,0
