model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.88798,,10.0,64,28000,12000
rssm,posterior,state,0,1,0.98069,,1000.0,640,28000,12000
rssm,post_deter,state,0,1,0.98008,,1000.0,512,28000,12000
rssm,post_stoch,state,0,1,0.82376,,10.0,128,28000,12000
rssm,prior,state,0,1,0.9788,,10.0,640,28000,12000
rssm,enc,state,1,1,0.82345,,10.0,64,27972,11988
rssm,posterior,state,1,1,0.91307,,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.91235,,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.76284,,10.0,128,27972,11988
rssm,prior,state,1,1,0.91303,,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.98039,,1000.0,640,27972,11988
rssm,enc,state,5,1,0.61838,,10.0,64,27860,11940
rssm,posterior,state,5,1,0.72415,,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.72203,,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.53414,,1000.0,128,27860,11940
rssm,prior,state,5,1,0.72306,,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.98081,,1000.0,640,27860,11940
rssm,enc,state,20,1,0.43891,,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.55291,,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.55094,,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.40334,,1000.0,128,27440,11760
rssm,prior,state,20,1,0.55179,,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.97909,,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,0.0112,,10.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.00997,,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.01259,,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.02277,,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.01619,,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.68544,,0.001,64,28000,12000
rssm,posterior,regime,0,1,0.91281,,10.0,640,28000,12000
rssm,post_deter,regime,0,1,0.90442,,10.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.41053,,0.001,128,28000,12000
rssm,prior,regime,0,1,0.90831,,10.0,640,28000,12000
rssm,enc,in_regime,0,1,0.01063,,10.0,64,28000,12000
rssm,posterior,in_regime,0,1,0.00457,,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,0.00742,,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,-0.00031,,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,0.00603,,1000.0,640,28000,12000
