model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.95073,0.99504,10.0,64,28000,12000
rssm,posterior,state,0,1,0.98922,0.99443,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.98839,0.9944,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.85664,0.96184,1.0,128,28000,12000
rssm,prior,state,0,1,0.98871,0.99365,10.0,640,28000,12000
rssm,enc,state,1,1,0.93593,0.9785,10.0,64,27972,11988
rssm,posterior,state,1,1,0.97537,0.9742,10.0,640,27972,11988
rssm,post_deter,state,1,1,0.97462,0.97521,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.84419,0.94321,1.0,128,27972,11988
rssm,prior,state,1,1,0.97492,0.97486,10.0,640,27972,11988
rssm,imag1,state,1,1,0.98876,0.99376,10.0,640,27972,11988
rssm,enc,state,5,1,0.88133,0.91265,10.0,64,27860,11940
rssm,posterior,state,5,1,0.92316,0.88661,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.92288,0.88338,10.0,512,27860,11940
rssm,post_stoch,state,5,1,0.7986,0.88006,1.0,128,27860,11940
rssm,prior,state,5,1,0.92301,0.8854,10.0,640,27860,11940
rssm,imag5,state,5,1,0.98868,0.99395,10.0,640,27860,11940
rssm,enc,state,20,1,0.8284,0.84742,10.0,64,27440,11760
rssm,posterior,state,20,1,0.87346,0.80478,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.8684,0.80493,10.0,512,27440,11760
rssm,post_stoch,state,20,1,0.75331,0.82152,1.0,128,27440,11760
rssm,prior,state,20,1,0.87288,0.80384,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.9883,0.99425,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,-0.02323,-0.31404,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,-0.071,-0.44868,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-0.06173,-0.45848,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,-0.01506,-0.20119,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,-0.06392,-0.43932,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.62865,0.98677,0.001,64,28000,12000
rssm,posterior,regime,0,1,0.712,0.97003,1000.0,640,28000,12000
rssm,post_deter,regime,0,1,0.6996,0.93251,1000.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.2206,0.37172,10.0,128,28000,12000
rssm,prior,regime,0,1,0.7047,0.93704,1000.0,640,28000,12000
rssm,enc,in_regime,0,1,0.00284,0.11537,1000.0,64,28000,12000
rssm,posterior,in_regime,0,1,-0.00709,-0.07619,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,-0.00469,-0.09622,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,0.0049,-0.10504,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,-0.0061,-0.10073,1000.0,640,28000,12000
