model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.81679,0.89854,10.0,64,28000,12000
rssm,posterior,state,0,1,0.82152,0.86126,1000.0,640,28000,12000
rssm,post_deter,state,0,1,0.55428,0.51211,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.50957,0.57642,10.0,128,28000,12000
rssm,prior,state,0,1,0.61141,0.54014,1000.0,640,28000,12000
rssm,enc,state,1,1,0.3812,0.45062,10.0,64,27972,11988
rssm,posterior,state,1,1,0.4452,0.38392,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.38001,0.31008,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.18913,0.19386,10.0,128,27972,11988
rssm,prior,state,1,1,0.40854,0.30804,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.61141,0.54412,1000.0,640,27972,11988
rssm,enc,state,5,1,0.09126,0.10407,10.0,64,27860,11940
rssm,posterior,state,5,1,0.16905,-0.08252,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.1656,-0.07242,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.022,-0.02927,1000.0,128,27860,11940
rssm,prior,state,5,1,0.16813,-0.09456,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.47343,0.35248,1000.0,640,27860,11940
rssm,enc,state,20,1,0.0248,-0.07733,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.01814,-0.39639,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.02016,-0.36899,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.00421,-0.09828,1000.0,128,27440,11760
rssm,prior,state,20,1,0.01785,-0.38645,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.3705,0.22634,1000.0,640,27440,11760
rssm,enc,gait_phase,0,1,0.44494,0.5147,10.0,64,28000,12000
rssm,posterior,gait_phase,0,1,0.61181,0.51131,1000.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.60697,0.51472,1000.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.11101,0.13753,10.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.60664,0.51482,1000.0,640,28000,12000
rssm,enc,return_to_go,0,1,0.1931,0.07865,0.001,64,28000,12000
rssm,posterior,return_to_go,0,1,0.16711,0.04557,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.16121,0.03392,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.07442,-0.05841,0.001,128,28000,12000
rssm,prior,return_to_go,0,1,0.16529,0.01137,1000.0,640,28000,12000
rssm,enc,time_to_fall,0,1,0.27749,0.44384,0.001,64,27998,11965
rssm,posterior,time_to_fall,0,1,0.32151,0.44375,10.0,640,27998,11965
rssm,post_deter,time_to_fall,0,1,0.31529,0.4163,10.0,512,27998,11965
rssm,post_stoch,time_to_fall,0,1,0.08245,0.17231,0.001,128,27998,11965
rssm,prior,time_to_fall,0,1,0.32302,0.43525,10.0,640,27998,11965
rssm,enc,reward_stand,0,1,0.55677,0.8943,10.0,64,28000,12000
rssm,posterior,reward_stand,0,1,0.77125,0.92432,10.0,640,28000,12000
rssm,post_deter,reward_stand,0,1,0.77066,0.91641,10.0,512,28000,12000
rssm,post_stoch,reward_stand,0,1,0.13053,0.27424,0.001,128,28000,12000
rssm,prior,reward_stand,0,1,0.77675,0.9161,10.0,640,28000,12000
rssm,enc,reward_walk,0,1,0.3948,0.69038,10.0,64,28000,12000
rssm,posterior,reward_walk,0,1,0.46451,0.57922,1000.0,640,28000,12000
rssm,post_deter,reward_walk,0,1,0.46268,0.58311,1000.0,512,28000,12000
rssm,post_stoch,reward_walk,0,1,0.08566,0.1453,1000.0,128,28000,12000
rssm,prior,reward_walk,0,1,0.46338,0.54701,1000.0,640,28000,12000
rssm,enc,reward_run,0,1,0.56185,0.89009,10.0,64,28000,12000
rssm,posterior,reward_run,0,1,0.74244,0.89247,1000.0,640,28000,12000
rssm,post_deter,reward_run,0,1,0.74266,0.88981,1000.0,512,28000,12000
rssm,post_stoch,reward_run,0,1,0.1288,0.26679,10.0,128,28000,12000
rssm,prior,reward_run,0,1,0.74688,0.88666,1000.0,640,28000,12000
