model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.90182,0.97679,1.0,64,28000,12000
rssm,posterior,state,0,1,0.94222,0.95888,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.81742,0.81559,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.51573,0.62986,10.0,128,28000,12000
rssm,prior,state,0,1,0.83946,0.82978,10.0,640,28000,12000
rssm,enc,state,1,1,0.336,0.4102,0.001,64,27972,11988
rssm,posterior,state,1,1,0.42476,0.30847,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.39662,0.296,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.14148,0.16126,10.0,128,27972,11988
rssm,prior,state,1,1,0.40493,0.28544,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.83954,0.82835,10.0,640,27972,11988
rssm,enc,state,5,1,0.11981,0.09627,10.0,64,27860,11940
rssm,posterior,state,5,1,0.14572,-0.07883,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.14052,-0.06382,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.04105,-0.03032,1000.0,128,27860,11940
rssm,prior,state,5,1,0.14161,-0.07924,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.71117,0.66585,10.0,640,27860,11940
rssm,enc,state,20,1,0.01325,-0.0601,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.00176,-0.29863,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.00401,-0.26959,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.00609,-0.0908,1000.0,128,27440,11760
rssm,prior,state,20,1,0.00234,-0.2751,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.53361,0.45023,1000.0,640,27440,11760
rssm,enc,gait_phase,0,1,0.43298,0.48112,10.0,64,28000,12000
rssm,posterior,gait_phase,0,1,0.54844,0.40122,1000.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.53727,0.37973,1000.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.07832,0.0927,10.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.53865,0.38861,1000.0,640,28000,12000
rssm,enc,return_to_go,0,1,0.13277,0.01282,10.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.1482,-0.24901,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.14775,-0.20269,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.01393,-0.1822,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.14541,-0.20937,1000.0,640,28000,12000
rssm,enc,time_to_fall,0,1,0.43878,0.71498,1000.0,64,28000,12000
rssm,posterior,time_to_fall,0,1,0.65797,0.82448,1000.0,640,28000,12000
rssm,post_deter,time_to_fall,0,1,0.65897,0.79478,1000.0,512,28000,12000
rssm,post_stoch,time_to_fall,0,1,0.0433,0.03039,1000.0,128,28000,12000
rssm,prior,time_to_fall,0,1,0.65999,0.82427,1000.0,640,28000,12000
rssm,enc,reward_stand,0,1,0.66152,0.95668,10.0,64,28000,12000
rssm,posterior,reward_stand,0,1,0.93703,0.97007,10.0,640,28000,12000
rssm,post_deter,reward_stand,0,1,0.9361,0.9659,10.0,512,28000,12000
rssm,post_stoch,reward_stand,0,1,0.06447,0.16868,1000.0,128,28000,12000
rssm,prior,reward_stand,0,1,0.93597,0.96489,10.0,640,28000,12000
rssm,enc,reward_walk,0,1,0.51942,0.77156,10.0,64,28000,12000
rssm,posterior,reward_walk,0,1,0.67592,0.75806,1000.0,640,28000,12000
rssm,post_deter,reward_walk,0,1,0.65398,0.68409,1000.0,512,28000,12000
rssm,post_stoch,reward_walk,0,1,0.07687,0.03424,1000.0,128,28000,12000
rssm,prior,reward_walk,0,1,0.65526,0.68598,1000.0,640,28000,12000
rssm,enc,reward_run,0,1,0.66913,0.94757,10.0,64,28000,12000
rssm,posterior,reward_run,0,1,0.92028,0.95384,10.0,640,28000,12000
rssm,post_deter,reward_run,0,1,0.91906,0.95101,10.0,512,28000,12000
rssm,post_stoch,reward_run,0,1,0.06296,0.13787,1000.0,128,28000,12000
rssm,prior,reward_run,0,1,0.91877,0.95376,10.0,640,28000,12000
