model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.67796,0.69397,10.0,64,28000,12000
rssm,posterior,state,0,1,0.69383,0.61409,1000.0,640,28000,12000
rssm,post_deter,state,0,1,0.64065,0.59331,1000.0,512,28000,12000
rssm,post_stoch,state,0,1,0.38234,0.52922,1000.0,128,28000,12000
rssm,prior,state,0,1,0.66787,0.6019,1000.0,640,28000,12000
vae,vae_enc,state,0,1,0.64956,0.69241,10.0,64,28000,12000
vae,vae_latent,state,0,1,0.64947,0.69701,10.0,128,28000,12000
vae,vae_latent,state,0,4,0.6581,0.64647,10.0,512,28000,12000
vae,vae_latent,state,0,16,0.66019,0.54484,10.0,2048,28000,12000
vae,vae_latent,state,0,all,0.7758,0.82094,1000.0,256,28000,12000
rssm,enc,state,1,1,0.37697,0.46881,10.0,64,27972,11988
rssm,posterior,state,1,1,0.45789,0.40563,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.44886,0.41931,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.17359,0.28786,1000.0,128,27972,11988
rssm,prior,state,1,1,0.45461,0.40758,1000.0,640,27972,11988
vae,vae_enc,state,1,1,0.3013,0.36618,10.0,64,27972,11988
vae,vae_latent,state,1,1,0.30121,0.38516,10.0,128,27972,11988
vae,vae_latent,state,1,4,0.34384,0.3419,10.0,512,27972,11988
vae,vae_latent,state,1,16,0.35908,0.14457,1000.0,2048,27972,11988
vae,vae_latent,state,1,all,0.43003,0.45032,1000.0,256,27972,11988
rssm,imag1,state,1,1,0.66765,0.60032,1000.0,640,27972,11988
vae,vae_imag1,state,1,1,0.51534,0.533,10.0,128,27972,11988
rssm,enc,state,5,1,0.24691,0.2957,10.0,64,27860,11940
rssm,posterior,state,5,1,0.29699,0.20599,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.29644,0.22473,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.112,0.16784,1000.0,128,27860,11940
rssm,prior,state,5,1,0.29692,0.20871,1000.0,640,27860,11940
vae,vae_enc,state,5,1,0.18731,0.24482,10.0,64,27860,11940
vae,vae_latent,state,5,1,0.18707,0.24793,10.0,128,27860,11940
vae,vae_latent,state,5,4,0.22099,0.15647,10.0,512,27860,11940
vae,vae_latent,state,5,16,0.23987,-0.02442,1000.0,2048,27860,11940
vae,vae_latent,state,5,all,0.31882,0.35142,1000.0,256,27860,11940
rssm,imag5,state,5,1,0.60538,0.52968,1000.0,640,27860,11940
vae,vae_imag5,state,5,1,0.46357,0.4567,10.0,128,27860,11940
rssm,enc,state,20,1,0.12602,0.14598,10.0,64,27440,11760
rssm,posterior,state,20,1,0.15716,0.01229,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.15783,0.04243,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.05917,0.03475,1000.0,128,27440,11760
rssm,prior,state,20,1,0.15736,0.02121,1000.0,640,27440,11760
vae,vae_enc,state,20,1,0.09007,0.10729,1.0,64,27440,11760
vae,vae_latent,state,20,1,0.09008,0.10717,10.0,128,27440,11760
vae,vae_latent,state,20,4,0.10501,-0.01871,1000.0,512,27440,11760
vae,vae_latent,state,20,16,0.10825,-0.23875,1000.0,2048,27440,11760
vae,vae_latent,state,20,all,0.21883,0.22137,1000.0,256,27440,11760
rssm,imag20,state,20,1,0.45998,0.38223,1000.0,640,27440,11760
vae,vae_imag20,state,20,1,0.43499,0.41718,1000.0,128,27440,11760
rssm,enc,gait_phase,0,1,0.90645,0.96131,10.0,64,28000,12000
rssm,posterior,gait_phase,0,1,0.96232,0.96428,1000.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.96129,0.96555,1000.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.60819,0.84808,1000.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.96169,0.96329,1000.0,640,28000,12000
vae,vae_enc,gait_phase,0,1,0.76897,0.91014,1.0,64,28000,12000
vae,vae_latent,gait_phase,0,1,0.76884,0.92433,0.1,128,28000,12000
vae,vae_latent,gait_phase,0,4,0.87245,0.92382,10.0,512,28000,12000
vae,vae_latent,gait_phase,0,16,0.91177,0.92357,10.0,2048,28000,12000
vae,vae_latent,gait_phase,0,all,0.77147,0.89102,10.0,256,28000,12000
rssm,enc,return_to_go,0,1,0.00677,-0.19352,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,-0.01563,-0.43196,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-0.01497,-0.44,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.00254,-0.24389,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,-0.01679,-0.46265,1000.0,640,28000,12000
vae,vae_enc,return_to_go,0,1,0.00762,-0.03503,1000.0,64,28000,12000
vae,vae_latent,return_to_go,0,1,0.00704,-0.06197,1000.0,128,28000,12000
vae,vae_latent,return_to_go,0,4,0.00079,-0.542,1000.0,512,28000,12000
vae,vae_latent,return_to_go,0,16,-0.02465,-0.4345,1000.0,2048,28000,12000
vae,vae_latent,return_to_go,0,all,0.05995,-3.26211,1000.0,256,28000,12000
rssm,enc,time_to_fall,0,1,0.88602,0.90129,10.0,64,623,368
rssm,posterior,time_to_fall,0,1,0.97796,0.95755,10.0,640,623,368
rssm,post_deter,time_to_fall,0,1,0.97493,0.96282,10.0,512,623,368
rssm,post_stoch,time_to_fall,0,1,0.39375,0.49855,1000.0,128,623,368
rssm,prior,time_to_fall,0,1,0.96109,0.95979,1.0,640,623,368
vae,vae_enc,time_to_fall,0,1,0.1258,0.58,1000.0,64,623,368
vae,vae_latent,time_to_fall,0,1,0.20813,0.61038,1000.0,128,623,368
vae,vae_latent,time_to_fall,0,4,0.52416,0.76331,1000.0,512,623,368
vae,vae_latent,time_to_fall,0,16,0.89603,0.92683,1000.0,2048,623,368
vae,vae_latent,time_to_fall,0,all,0.77063,0.8021,1000.0,256,623,368
