model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.98574,0.99712,10.0,64,28000,12000
rssm,posterior,state,0,1,0.99311,0.9925,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.9835,0.9828,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.65518,0.90313,1000.0,128,28000,12000
rssm,prior,state,0,1,0.98364,0.98079,10.0,640,28000,12000
rssm,enc,state,1,1,0.50626,0.51291,1000.0,64,27972,11988
rssm,posterior,state,1,1,0.54519,0.41598,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.54181,0.40605,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.42503,0.46951,1000.0,128,27972,11988
rssm,prior,state,1,1,0.54263,0.42012,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.98364,0.98045,10.0,640,27972,11988
rssm,enc,state,5,1,0.3138,0.3416,10.0,64,27860,11940
rssm,posterior,state,5,1,0.3736,0.2039,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.37238,0.18092,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.27791,0.28986,10.0,128,27860,11940
rssm,prior,state,5,1,0.37329,0.19981,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.98068,0.97671,1000.0,640,27860,11940
rssm,enc,state,20,1,0.21906,0.18921,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.22834,0.00567,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.22668,-0.00801,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.15935,0.13699,1000.0,128,27440,11760
rssm,prior,state,20,1,0.22722,-0.00749,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.97791,0.97168,1000.0,640,27440,11760
rssm,enc,return_to_go,0,1,0.87118,0.91857,0.001,64,28000,12000
rssm,posterior,return_to_go,0,1,0.93324,0.91879,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.93239,0.90344,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.81427,0.90384,0.001,128,28000,12000
rssm,prior,return_to_go,0,1,0.93281,0.91055,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.91691,0.99406,10.0,64,28000,12000
rssm,posterior,regime,0,1,0.98235,0.99516,1000.0,640,28000,12000
rssm,post_deter,regime,0,1,0.97899,0.98942,1000.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.84308,0.95595,10.0,128,28000,12000
rssm,prior,regime,0,1,0.97929,0.9915,1000.0,640,28000,12000
rssm,enc,in_regime,0,1,0.28877,0.81369,1000.0,64,28000,12000
rssm,posterior,in_regime,0,1,0.4828,0.92135,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,0.46724,0.88604,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,0.2502,0.56636,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,0.47031,0.90792,1000.0,640,28000,12000
