seed,iters,converged,delta_profit,delta_price,fingerprint,punish_depth,recovered,coverage,coverage_late,punish_occupancy,undercut_rate,punish_occ_dist,ref_min_idx,punish_occ_dist_exo,exo_ref_idx,punish_label_jaccard,explore_mode,explore_mix
20,1912408,True,0.9868543032699116,1.0999999999999988,True,0.5036571428571424,True,1.0,0.3377777777777778,0.7434621691605557,0.34297440713487914,0.7554245746723502,14,0.7529716462177527,13,0.9269916903242461,uniform,1.0
21,1528118,True,0.7939943269860141,0.5857142857142873,True,0.3099428571428573,True,1.0,0.5911111111111111,0.5886286268468797,0.2551399826453193,0.489904575432002,8,0.9962306575801083,13,0.8232793287127945,uniform,1.0
22,2000000,False,0.8950847214005064,0.7142857142857131,True,0.34868571428571404,True,1.0,0.4488888888888889,0.7290295,0.3278365,0.6730825,9,0.9972905,13,0.6831420142671504,uniform,1.0
23,1682617,True,0.9572631103674928,0.9071428571428557,False,0.43391999999999986,False,1.0,0.6533333333333333,0.8774397263310665,0.3954322344300575,0.6088301734738208,9,0.9950820656156452,13,0.6833870718031221,uniform,1.0
24,1772682,True,0.9461408266197041,0.7999999999999979,True,0.3099428571428571,True,1.0,0.4222222222222222,0.7070410823825142,0.31454146880263917,0.6397058242820766,10,0.9868966910026727,13,0.8768993220736073,uniform,1.0
25,1998465,True,0.7475167886897001,0.5428571428571439,True,0.15497142857142876,True,1.0,0.27111111111111114,0.4621121710913126,0.20111735757193647,0.36641172099586433,7,0.9971162867500807,13,0.7812681203465336,uniform,1.0
26,1835468,True,0.9262724151746672,0.7571428571428556,True,0.2711999999999999,True,1.0,0.44,0.5693381742422097,0.24731839509051642,0.5674187727598629,10,0.9969691653572822,13,0.8073157759791558,uniform,1.0
27,1802673,True,0.8950847214005064,0.7142857142857131,True,0.2711999999999999,True,1.0,0.3111111111111111,0.5751631050112804,0.24980071260844314,0.5076405981561826,9,0.9972673912573162,13,0.8621588721387046,uniform,1.0
28,1663371,True,0.981322970796699,0.9071428571428557,True,0.38742857142857123,True,1.0,0.6044444444444445,0.6601052922048057,0.29158317657335614,0.6545923909939514,11,0.9971431508665235,13,0.947116583208086,uniform,1.0
29,1496980,True,0.607595767827333,0.41428571428571564,True,0.19371428571428573,True,1.0,0.40444444444444444,0.6543514275407821,0.2897206375502679,0.5062659487768708,6,0.9962424347686676,13,0.7661132762865513,uniform,1.0
