seed,iters,converged,delta_profit,delta_price,fingerprint,punish_depth,recovered,coverage,coverage_late,punish_occupancy,undercut_rate,punish_occ_dist,ref_min_idx,punish_label_jaccard
200,121219,True,0.7068412986370184,0.5000000000000004,False,0.2712000000000001,False,1.0,0.0044444444444444444,0.17355365083031538,0.07483975284402611,0.1667642861267623,7,0.9453456568895595
201,143411,True,0.7068412986370184,0.5000000000000004,True,0.23245714285714292,True,1.0,0.0044444444444444444,0.3000257999735027,0.12773078773594773,0.28415532978641805,7,0.9328626799557033
202,120544,True,0.7068412986370184,0.5000000000000004,True,0.11622857142857157,True,0.9955555555555555,0.0044444444444444444,0.126460047783382,0.05404665516325989,0.1220052428988585,7,0.9506968868047414
203,118817,True,0.7068412986370184,0.5000000000000004,False,0.15497142857142876,False,0.9955555555555555,0.0044444444444444444,0.15685465884511476,0.0661773988570659,0.1511904862098858,7,0.9466546112115732
204,126876,True,0.7068412986370184,0.5000000000000004,False,0.19371428571428595,False,1.0,0.0044444444444444444,0.2100160786910054,0.08989091711592422,0.20040039093287934,7,0.9390779772100991
205,116427,True,0.7068412986370184,0.5000000000000004,False,0.2712000000000001,False,0.9911111111111112,0.0044444444444444444,0.13956384687400689,0.058921040652082424,0.13483985673426266,7,0.9462686567164179
206,123213,True,0.7068412986370184,0.5000000000000004,True,0.2712000000000001,True,0.9911111111111112,0.0044444444444444444,0.18695267544820757,0.08131447168724079,0.17758678061568178,7,0.9369528655828195
207,122078,True,0.7068412986370184,0.5000000000000004,True,0.23245714285714292,True,1.0,0.0044444444444444444,0.1251576860695621,0.053220072412719734,0.12158619898753256,7,0.9535637849406575
208,118892,True,0.7068412986370184,0.5000000000000004,True,0.2712000000000001,True,1.0,0.0044444444444444444,0.13222925007569897,0.055563031995424415,0.12751068196346263,7,0.9491889162406111
209,150819,True,0.6718810457595812,0.4828571428571433,False,0.2712000000000001,False,1.0,0.022222222222222223,0.9975400977330442,0.4114600945504214,0.2066649427459405,4,0.20652498854041412
210,119398,True,0.7068412986370184,0.5000000000000004,False,0.2712000000000001,False,0.9955555555555555,0.0044444444444444444,0.14897234459538686,0.06489220924973618,0.1415601601366857,7,0.9319966583124477
211,117067,True,0.7068412986370184,0.5000000000000004,False,0.15497142857142876,False,1.0,0.0044444444444444444,0.12355317894880709,0.052662150734194946,0.12055489591430549,7,0.9575969310864503
212,117021,True,0.7068412986370184,0.5000000000000004,True,0.19371428571428595,True,1.0,0.0044444444444444444,0.14379470351475376,0.061570145529434885,0.13966723921347451,7,0.9507762879322512
213,118715,True,0.7068412986370184,0.5000000000000004,False,0.23245714285714292,False,1.0,0.0044444444444444444,0.15641662805879628,0.06675651771048309,0.1495345996714821,7,0.9418840889649274
214,119954,True,0.7068412986370184,0.5000000000000004,True,0.23245714285714292,True,0.9955555555555555,0.0044444444444444444,0.16503826466812277,0.07163579372092635,0.1588358870900512,7,0.9476613024514965
215,117548,True,0.7068412986370184,0.5000000000000004,False,0.07748571428571438,False,1.0,0.0044444444444444444,0.1480501582332324,0.06439071698370027,0.14196753666587267,7,0.9441688052466496
216,121765,True,0.7068412986370184,0.5000000000000004,True,0.07748571428571438,True,0.9911111111111112,0.0044444444444444444,0.1663860715312282,0.07250852051082002,0.15819816860345748,7,0.9391129427926602
217,141908,True,0.6523239640171127,0.4999999999999995,False,0.294445714285714,False,0.9955555555555555,0.008888888888888889,0.9973363023930998,0.4762169856526764,0.17239338162753334,4,0.1721167357487343
218,136275,True,0.6572185332321757,0.4571428571428581,False,0.2479542857142858,False,0.9955555555555555,0.008888888888888889,0.9978279214822968,0.481768482847184,0.2345918180150431,6,0.23303501288480036
219,118904,True,0.7068412986370184,0.5000000000000004,False,0.23245714285714292,False,1.0,0.0044444444444444444,0.15747157370651954,0.06785305792908565,0.14966695821839468,7,0.9336051252184043
