seed,iters,converged,delta_profit,delta_price,fingerprint,punish_depth,recovered,coverage,coverage_late,punish_occupancy,undercut_rate,punish_occ_dist,ref_min_idx,punish_label_jaccard
200,196101,True,0.6515554188315598,0.521428571428571,False,0.3021942857142854,False,1.0,0.008888888888888889,0.9978633459288836,0.47727956512205444,0.13752607074925677,3,0.13775658812527786
201,214972,True,0.7068412986370184,0.5000000000000004,True,0.15497142857142876,True,1.0,0.0044444444444444444,0.26052695234728246,0.11434512401615093,0.2263550601938857,7,0.8624837624784241
202,194980,True,0.7068412986370184,0.5000000000000004,True,0.15497142857142876,True,1.0,0.0044444444444444444,0.22594112216637605,0.09955380038978356,0.19711252436147297,7,0.8656307956755778
203,201834,True,0.6734945474783193,0.5428571428571424,False,0.1859657142857145,False,1.0,0.008888888888888889,0.9982857199480761,0.48228246975237077,0.16848499261769573,4,0.1683800035722082
204,200349,True,0.7375506973994206,0.5642857142857134,False,0.294445714285714,False,1.0,0.008888888888888889,0.9978537452146006,0.47791104522608047,0.3101887206824092,5,0.3097094365648146
205,192474,True,0.7068412986370184,0.5000000000000004,True,0.11622857142857157,True,1.0,0.0044444444444444444,0.23251452144185708,0.10199819196358989,0.2031806893398589,7,0.8668744434550312
206,191703,True,0.6984261601515229,0.5604285714285724,False,0.24795428571428557,False,1.0,0.013333333333333334,0.9980229834692206,0.5828442956030944,0.20789971987918812,4,0.20797061313212595
207,209591,True,0.6819432245127515,0.5642857142857134,False,0.294445714285714,False,1.0,0.017777777777777778,0.9802281586518505,0.4703971067459958,0.14968199970418578,3,0.15261702893965795
208,220758,True,0.6826383857184573,0.5000000000000004,False,0.24795428571428535,False,1.0,0.008888888888888889,0.998754292030187,0.4839552813488073,0.2005635129870718,5,0.20013326805918188
209,203528,True,0.7116168699277126,0.5642857142857134,False,0.22470857142857148,False,1.0,0.008888888888888889,0.9986193545851185,0.4842282142997524,0.16116701387524077,4,0.16115560190468695
210,201995,True,0.7007950474066736,0.5000000000000004,False,0.24020571428571436,False,1.0,0.008888888888888889,0.998272234461249,0.48222480754474123,0.24896160796059308,6,0.2481483499878621
211,205022,True,0.7068412986370184,0.5000000000000004,True,0.15497142857142876,True,1.0,0.0044444444444444444,0.3134151456916819,0.13893630927412667,0.2730194808362029,7,0.8637152777777778
212,207599,True,0.7068412986370184,0.5000000000000004,True,0.23245714285714292,True,1.0,0.0044444444444444444,0.23634025212067494,0.10413344958309048,0.21097885827966417,7,0.8846630000202952
213,206370,True,0.7068412986370184,0.5000000000000004,True,0.19371428571428595,True,1.0,0.0044444444444444444,0.2115908320007753,0.09163153559141347,0.18688278335029315,7,0.8741282647340354
214,210682,True,0.6676948091816232,0.48928571428571427,False,0.20146285714285694,False,1.0,0.017777777777777778,0.998063432091968,0.4784177101033785,0.20409432224869709,4,0.20398646143314858
215,181252,True,0.7068412986370184,0.5000000000000004,True,0.15497142857142876,True,1.0,0.0044444444444444444,0.25735440160660294,0.11258910246507625,0.22744576611568423,7,0.876583021890016
216,206750,True,0.7068412986370184,0.5000000000000004,True,0.2712000000000001,True,1.0,0.0044444444444444444,0.22860459492140267,0.10015961305925031,0.1987956469165659,7,0.8624723363895036
217,211356,True,0.7068412986370184,0.5000000000000004,True,0.11622857142857157,True,1.0,0.0044444444444444444,0.23637370124339976,0.10437366339256988,0.21275005204489109,7,0.8919538397145875
218,200233,True,0.6881755436932565,0.521428571428571,False,0.1859657142857145,False,1.0,0.017777777777777778,0.9980772400153821,0.4822481808692873,0.16580184085540345,4,0.16582957308227195
219,205717,True,0.6886192658390157,0.5000000000000004,False,0.21696000000000004,False,1.0,0.008888888888888889,0.9984152986870312,0.48372278421326387,0.22232970537194302,5,0.22182596638042182
