seed,iters,converged,delta_profit,delta_price,fingerprint,punish_depth,recovered,coverage,coverage_late,punish_occupancy,undercut_rate,punish_occ_dist,ref_min_idx,punish_label_jaccard
200,624114,True,0.6252611459408792,0.5749999999999996,False,0.2324571428571427,False,1.0,0.10222222222222223,0.9902229400398004,0.44347667253097994,0.415404877954989,3,0.4146582168255043
201,721422,True,0.8296744184454826,0.6500000000000002,False,0.33318857142857117,False,1.0,0.06666666666666667,0.9983865199564194,0.4842657972726088,0.2906190828668934,7,0.2900248594718472
202,402040,True,0.7939943269860141,0.5857142857142873,True,0.23245714285714314,True,1.0,0.2,0.5039001094418466,0.22409710476569494,0.43306884887075914,8,0.8531314413337464
203,624765,True,0.7068412986370184,0.5000000000000004,True,0.2712000000000001,True,1.0,0.06222222222222222,0.44217585812265414,0.1930165742319112,0.3376885709026594,7,0.7571840738603578
204,588080,True,0.7124475579143401,0.6324285714285717,False,0.2711999999999999,False,1.0,0.1111111111111111,0.9973081893619916,0.5699190586314787,0.17506801795674057,3,0.17538822959802103
205,459085,True,0.8213007550451028,0.6285714285714282,True,0.32543999999999973,True,1.0,0.2577777777777778,0.979030027119161,0.47550235795114193,0.34086715967631265,7,0.3465683834379278
206,634249,True,0.5956471320504295,0.5008571428571437,False,0.21696000000000004,False,1.0,0.04888888888888889,0.9941001089477477,0.3957152474816673,0.15962027531773798,2,0.15960939926595968
207,615089,True,0.8048252498357894,0.6500000000000002,False,0.09298285714285703,False,1.0,0.1111111111111111,0.9936952213419521,0.4953006800641858,0.2960937360284447,6,0.2969835386977114
208,638848,True,0.7373552571228528,0.5750000000000001,False,0.3254400000000002,False,1.0,0.044444444444444446,0.99536822530555,0.48189866760168304,0.20261157583650571,4,0.20321001900731206
209,425231,True,0.9262724151746672,0.7571428571428556,True,0.2324571428571427,True,1.0,0.2,0.43913543462259336,0.19236132831331676,0.3948935990085389,10,0.8906564027657091
210,427975,True,0.7999942485803583,0.6285714285714282,False,0.30994285714285685,False,1.0,0.3022222222222222,0.9974531222618144,0.47998364390443365,0.36393013610608094,6,0.3633104803799986
211,477357,True,0.8704723650367402,0.735714285714285,False,0.4029257142857141,False,1.0,0.2,0.9876486570847395,0.47142704516745326,0.33195700492503516,7,0.33443843991433125
212,532159,True,0.7785065089533018,0.617857142857143,False,0.3176914285714283,False,1.0,0.18222222222222223,0.9978070463902706,0.33757955798924755,0.21980648640725797,4,0.21991509069857196
213,559688,True,0.8950847214005064,0.7142857142857131,True,0.34868571428571404,True,1.0,0.21777777777777776,0.541698231872043,0.24059475993767956,0.4496630265433599,9,0.7935164174472953
214,496151,True,0.8170652952222035,0.6714285714285712,False,0.32543999999999973,False,1.0,0.14666666666666667,0.9978998329137702,0.4817686551070138,0.29119965494375705,6,0.29059779044544215
215,508676,True,0.8726528784678811,0.7142857142857141,False,0.30219428571428564,False,1.0,0.18666666666666668,0.995600342850852,0.46726993213754925,0.39379487139161273,7,0.39359510039574636
216,603242,True,0.6753083069834133,0.6499999999999992,False,0.24020571428571458,False,1.0,0.08888888888888889,0.8977425311898044,0.4347989695677688,0.19624628258642468,3,0.21794303937635645
217,570331,True,0.7959697608592574,0.6714285714285712,True,0.3021942857142854,True,1.0,0.10222222222222223,0.9895481746564714,0.352432184117644,0.20325916003163075,3,0.20498327925068371
218,410915,True,0.867614195970294,0.6714285714285712,True,0.07748571428571416,True,1.0,0.22666666666666666,0.47968071255612477,0.21322171251962085,0.4720027256245209,9,0.8226098871649553
219,548687,True,0.867614195970294,0.6714285714285712,True,0.30994285714285685,True,1.0,0.07555555555555556,0.5906682680653997,0.29289923034444043,0.5302567766322147,9,0.8668032538092636
