model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.99823,0.99942,0.001,64,28000,12000
rssm,posterior,state,0,1,0.99883,0.99796,1.0,640,28000,12000
rssm,post_deter,state,0,1,0.99731,0.9973,1.0,512,28000,12000
rssm,post_stoch,state,0,1,0.95502,0.98903,1.0,128,28000,12000
rssm,prior,state,0,1,0.99774,0.9973,1.0,640,28000,12000
rssm,enc,state,1,1,0.97846,0.99117,0.001,64,27972,11988
rssm,posterior,state,1,1,0.98952,0.99013,10.0,640,27972,11988
rssm,post_deter,state,1,1,0.9887,0.98985,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.94263,0.98041,0.001,128,27972,11988
rssm,prior,state,1,1,0.98909,0.98964,10.0,640,27972,11988
rssm,imag1,state,1,1,0.99774,0.99727,1.0,640,27972,11988
rssm,enc,state,5,1,0.95161,0.96716,0.001,64,27860,11940
rssm,posterior,state,5,1,0.96326,0.96502,10.0,640,27860,11940
rssm,post_deter,state,5,1,0.96142,0.96538,10.0,512,27860,11940
rssm,post_stoch,state,5,1,0.91982,0.95473,0.001,128,27860,11940
rssm,prior,state,5,1,0.96303,0.96427,10.0,640,27860,11940
rssm,imag5,state,5,1,0.99668,0.99615,1.0,640,27860,11940
rssm,enc,state,20,1,0.80733,0.84674,0.001,64,27440,11760
rssm,posterior,state,20,1,0.82672,0.83879,10.0,640,27440,11760
rssm,post_deter,state,20,1,0.82488,0.83453,10.0,512,27440,11760
rssm,post_stoch,state,20,1,0.77238,0.81776,0.001,128,27440,11760
rssm,prior,state,20,1,0.82552,0.83418,10.0,640,27440,11760
rssm,imag20,state,20,1,0.9896,0.99063,1.0,640,27440,11760
rssm,enc,return_to_go,0,1,0.06809,0.04381,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.16549,0.19986,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.16954,0.12658,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.211,0.3002,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.17934,0.20259,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.99652,0.99939,0.001,64,28000,12000
rssm,posterior,regime,0,1,0.99895,0.99864,10.0,640,28000,12000
rssm,post_deter,regime,0,1,0.99777,0.9975,1.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.98049,0.99503,0.1,128,28000,12000
rssm,prior,regime,0,1,0.998,0.99764,1.0,640,28000,12000
rssm,enc,in_regime,0,1,0.48884,0.91975,0.001,64,28000,12000
rssm,posterior,in_regime,0,1,0.64366,0.89641,10.0,640,28000,12000
rssm,post_deter,in_regime,0,1,0.60102,0.89549,1.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,0.52219,0.80288,0.001,128,28000,12000
rssm,prior,in_regime,0,1,0.65168,0.87432,1.0,640,28000,12000
