model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.91374,0.96933,1.0,64,28000,12000
rssm,posterior,state,0,1,0.95304,0.9517,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.88603,0.87813,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.33097,0.52217,0.1,128,28000,12000
rssm,prior,state,0,1,0.91289,0.89621,10.0,640,28000,12000
rssm,enc,state,1,1,0.36623,0.41888,10.0,64,27972,11988
rssm,posterior,state,1,1,0.43185,0.29847,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.42684,0.32082,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.09414,0.14155,10.0,128,27972,11988
rssm,prior,state,1,1,0.43034,0.30154,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.91292,0.89811,10.0,640,27972,11988
rssm,enc,state,5,1,0.13652,0.09093,10.0,64,27860,11940
rssm,posterior,state,5,1,0.14497,-0.10926,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.14346,-0.07843,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.0229,-0.02172,10.0,128,27860,11940
rssm,prior,state,5,1,0.14434,-0.10661,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.82177,0.78508,1000.0,640,27860,11940
rssm,enc,state,20,1,0.01361,-0.07234,1000.0,64,27440,11760
rssm,posterior,state,20,1,-0.00255,-0.32446,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.00302,-0.3095,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.00102,-0.0705,1000.0,128,27440,11760
rssm,prior,state,20,1,0.00155,-0.3045,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.61646,0.52694,1000.0,640,27440,11760
rssm,enc,gait_phase,0,1,0.45391,0.46866,10.0,64,28000,12000
rssm,posterior,gait_phase,0,1,0.5518,0.40983,1000.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.54808,0.39953,1000.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.06826,0.11272,10.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.54824,0.40534,1000.0,640,28000,12000
rssm,enc,return_to_go,0,1,0.15046,-0.05634,10.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.13947,-0.21081,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.13714,-0.21082,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.02256,-0.14401,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.13606,-0.20667,1000.0,640,28000,12000
rssm,enc,time_to_fall,0,1,0.47783,0.69068,10.0,64,28000,12000
rssm,posterior,time_to_fall,0,1,0.57824,0.73371,1000.0,640,28000,12000
rssm,post_deter,time_to_fall,0,1,0.58184,0.73006,1000.0,512,28000,12000
rssm,post_stoch,time_to_fall,0,1,0.06972,0.09913,1000.0,128,28000,12000
rssm,prior,time_to_fall,0,1,0.58223,0.75296,1000.0,640,28000,12000
rssm,enc,reward_stand,0,1,0.62956,0.87532,1.0,64,28000,12000
rssm,posterior,reward_stand,0,1,0.91889,0.97366,10.0,640,28000,12000
rssm,post_deter,reward_stand,0,1,0.91828,0.96275,10.0,512,28000,12000
rssm,post_stoch,reward_stand,0,1,0.09363,0.24777,1000.0,128,28000,12000
rssm,prior,reward_stand,0,1,0.91902,0.96411,10.0,640,28000,12000
rssm,enc,reward_walk,0,1,0.4172,0.609,1000.0,64,28000,12000
rssm,posterior,reward_walk,0,1,0.61071,0.6887,1000.0,640,28000,12000
rssm,post_deter,reward_walk,0,1,0.6151,0.67108,1000.0,512,28000,12000
rssm,post_stoch,reward_walk,0,1,0.06584,-0.0813,1000.0,128,28000,12000
rssm,prior,reward_walk,0,1,0.61423,0.68132,1000.0,640,28000,12000
rssm,enc,reward_run,0,1,0.63476,0.86974,10.0,64,28000,12000
rssm,posterior,reward_run,0,1,0.90315,0.9579,1000.0,640,28000,12000
rssm,post_deter,reward_run,0,1,0.90298,0.94527,1000.0,512,28000,12000
rssm,post_stoch,reward_run,0,1,0.09544,0.13653,1000.0,128,28000,12000
rssm,prior,reward_run,0,1,0.90361,0.95052,1000.0,640,28000,12000
