model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.99072,,0.001,64,28000,12000
rssm,posterior,state,0,1,0.99098,,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.96688,,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.7789,,10.0,128,28000,12000
rssm,prior,state,0,1,0.96762,,10.0,640,28000,12000
rssm,enc,state,1,1,0.68007,,1.0,64,27972,11988
rssm,posterior,state,1,1,0.77639,,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.76845,,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.53087,,10.0,128,27972,11988
rssm,prior,state,1,1,0.76907,,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.96813,,10.0,640,27972,11988
rssm,enc,state,5,1,0.30101,,10.0,64,27860,11940
rssm,posterior,state,5,1,0.36445,,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.35372,,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.17982,,1.0,128,27860,11940
rssm,prior,state,5,1,0.35397,,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.96311,,10.0,640,27860,11940
rssm,enc,state,20,1,0.1464,,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.15526,,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.14978,,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.07826,,10.0,128,27440,11760
rssm,prior,state,20,1,0.1502,,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.95982,,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,0.14635,,0.001,64,28000,12000
rssm,posterior,return_to_go,0,1,0.04162,,0.001,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.03042,,0.001,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.02856,,0.001,128,28000,12000
rssm,prior,return_to_go,0,1,0.0287,,0.001,640,28000,12000
rssm,enc,regime,0,1,0.95704,,0.001,64,28000,12000
rssm,posterior,regime,0,1,0.63818,,10.0,640,28000,12000
rssm,post_deter,regime,0,1,0.47716,,10.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.28633,,1.0,128,28000,12000
rssm,prior,regime,0,1,0.48944,,10.0,640,28000,12000
rssm,enc,in_regime,0,1,0.07053,,0.001,64,28000,12000
rssm,posterior,in_regime,0,1,0.00065,,0.001,640,28000,12000
rssm,post_deter,in_regime,0,1,-0.00418,,0.001,512,28000,12000
rssm,post_stoch,in_regime,0,1,0.018,,0.001,128,28000,12000
rssm,prior,in_regime,0,1,-0.00646,,0.001,640,28000,12000
