model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.73247,0.75381,0.001,64,28000,12000
rssm,posterior,state,0,1,0.74817,0.69731,1000.0,640,28000,12000
rssm,post_deter,state,0,1,0.69566,0.6622,1000.0,512,28000,12000
rssm,post_stoch,state,0,1,0.41764,0.57898,10.0,128,28000,12000
rssm,prior,state,0,1,0.7186,0.65931,1000.0,640,28000,12000
vae,vae_enc,state,0,1,0.70668,0.75372,0.001,64,28000,12000
vae,vae_latent,state,0,1,0.70666,0.75299,0.001,128,28000,12000
vae,vae_latent,state,0,4,0.71771,0.71046,0.1,512,28000,12000
vae,vae_latent,state,0,16,0.71926,0.62054,10.0,2048,28000,12000
vae,vae_latent,state,0,all,0.79282,0.87761,1000.0,256,28000,12000
rssm,enc,state,1,1,0.44072,0.55186,1.0,64,27972,11988
rssm,posterior,state,1,1,0.53181,0.49708,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.52623,0.50677,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.22093,0.34702,10.0,128,27972,11988
rssm,prior,state,1,1,0.53221,0.49799,1000.0,640,27972,11988
vae,vae_enc,state,1,1,0.34426,0.42946,0.001,64,27972,11988
vae,vae_latent,state,1,1,0.34424,0.44126,0.001,128,27972,11988
vae,vae_latent,state,1,4,0.40781,0.41858,0.1,512,27972,11988
vae,vae_latent,state,1,16,0.41772,0.2623,1000.0,2048,27972,11988
vae,vae_latent,state,1,all,0.43274,0.53394,1000.0,256,27972,11988
rssm,imag1,state,1,1,0.71834,0.65686,1000.0,640,27972,11988
vae,vae_imag1,state,1,1,0.53421,0.55566,1.0,128,27972,11988
rssm,enc,state,5,1,0.26754,0.34364,10.0,64,27860,11940
rssm,posterior,state,5,1,0.32358,0.26979,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.32293,0.30081,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.15491,0.19838,10.0,128,27860,11940
rssm,prior,state,5,1,0.32336,0.27626,1000.0,640,27860,11940
vae,vae_enc,state,5,1,0.2036,0.26065,10.0,64,27860,11940
vae,vae_latent,state,5,1,0.20369,0.26786,0.001,128,27860,11940
vae,vae_latent,state,5,4,0.24201,0.19631,10.0,512,27860,11940
vae,vae_latent,state,5,16,0.25789,0.00784,1000.0,2048,27860,11940
vae,vae_latent,state,5,all,0.29065,0.3385,1000.0,256,27860,11940
rssm,imag5,state,5,1,0.6548,0.59041,1000.0,640,27860,11940
vae,vae_imag5,state,5,1,0.49257,0.48818,10.0,128,27860,11940
rssm,enc,state,20,1,0.15851,0.1367,0.001,64,27440,11760
rssm,posterior,state,20,1,0.17432,0.01045,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.17606,0.05513,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.09414,0.07696,1000.0,128,27440,11760
rssm,prior,state,20,1,0.17455,0.01423,1000.0,640,27440,11760
vae,vae_enc,state,20,1,0.12301,0.12612,0.001,64,27440,11760
vae,vae_latent,state,20,1,0.12303,0.1222,0.001,128,27440,11760
vae,vae_latent,state,20,4,0.14177,-0.00253,10.0,512,27440,11760
vae,vae_latent,state,20,16,0.14652,-0.22184,1000.0,2048,27440,11760
vae,vae_latent,state,20,all,0.21092,0.15665,1000.0,256,27440,11760
rssm,imag20,state,20,1,0.50775,0.44018,1000.0,640,27440,11760
vae,vae_imag20,state,20,1,0.46236,0.45077,10.0,128,27440,11760
rssm,enc,gait_phase,0,1,0.87633,0.9315,10.0,64,28000,12000
rssm,posterior,gait_phase,0,1,0.93268,0.93121,10.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.93184,0.93322,10.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.59671,0.78536,10.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.93234,0.9295,10.0,640,28000,12000
vae,vae_enc,gait_phase,0,1,0.7314,0.86231,1.0,64,28000,12000
vae,vae_latent,gait_phase,0,1,0.73145,0.87054,10.0,128,28000,12000
vae,vae_latent,gait_phase,0,4,0.83259,0.86608,10.0,512,28000,12000
vae,vae_latent,gait_phase,0,16,0.87614,0.87185,10.0,2048,28000,12000
vae,vae_latent,gait_phase,0,all,0.72683,0.81488,10.0,256,28000,12000
rssm,enc,return_to_go,0,1,-0.00638,-0.22406,0.001,64,28000,12000
rssm,posterior,return_to_go,0,1,-0.01456,-0.48468,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-0.01126,-0.44326,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,-0.0081,-0.28694,0.001,128,28000,12000
rssm,prior,return_to_go,0,1,-0.01316,-0.48552,1000.0,640,28000,12000
vae,vae_enc,return_to_go,0,1,-0.00459,-0.08512,0.001,64,28000,12000
vae,vae_latent,return_to_go,0,1,-0.00453,-0.15957,0.001,128,28000,12000
vae,vae_latent,return_to_go,0,4,-0.01396,-0.60062,10.0,512,28000,12000
vae,vae_latent,return_to_go,0,16,-0.03429,-0.44657,1000.0,2048,28000,12000
vae,vae_latent,return_to_go,0,all,0.01606,-3.34345,1000.0,256,28000,12000
rssm,enc,time_to_fall,0,1,0.10701,0.21568,10.0,64,945,294
rssm,posterior,time_to_fall,0,1,0.50075,0.40904,1000.0,640,945,294
