model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.91562,0.9718,0.001,64,28000,12000
rssm,posterior,state,0,1,0.94068,0.95704,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.84961,0.87588,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.72713,0.83745,10.0,128,28000,12000
rssm,prior,state,0,1,0.86951,0.8806,10.0,640,28000,12000
rssm,enc,state,1,1,0.66331,0.85003,0.001,64,27972,11988
rssm,posterior,state,1,1,0.81569,0.86241,10.0,640,27972,11988
rssm,post_deter,state,1,1,0.79531,0.84279,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.4745,0.66555,0.001,128,27972,11988
rssm,prior,state,1,1,0.80366,0.84153,10.0,640,27972,11988
rssm,imag1,state,1,1,0.86953,0.87846,10.0,640,27972,11988
rssm,enc,state,5,1,0.51386,0.70451,0.001,64,27860,11940
rssm,posterior,state,5,1,0.65017,0.70968,10.0,640,27860,11940
rssm,post_deter,state,5,1,0.63964,0.69346,10.0,512,27860,11940
rssm,post_stoch,state,5,1,0.34666,0.50471,10.0,128,27860,11940
rssm,prior,state,5,1,0.64654,0.69316,10.0,640,27860,11940
rssm,imag5,state,5,1,0.78678,0.80451,10.0,640,27860,11940
rssm,enc,state,20,1,0.20414,0.31405,10.0,64,27440,11760
rssm,posterior,state,20,1,0.27979,0.2198,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.27409,0.21566,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.14495,0.17823,10.0,128,27440,11760
rssm,prior,state,20,1,0.27755,0.21083,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.71943,0.74105,10.0,640,27440,11760
rssm,enc,gait_phase,0,1,0.68859,0.82769,0.001,64,28000,12000
rssm,posterior,gait_phase,0,1,0.80195,0.82803,10.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.78613,0.79536,10.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.38813,0.57044,10.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.788,0.79605,10.0,640,28000,12000
rssm,enc,return_to_go,0,1,0.38481,0.39497,10.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.39344,0.28387,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.39177,0.28801,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.21618,0.20948,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.39465,0.28688,1000.0,640,28000,12000
rssm,enc,time_to_fall,0,1,0.59068,0.76208,10.0,64,28000,12000
rssm,posterior,time_to_fall,0,1,0.6663,0.72093,1000.0,640,28000,12000
rssm,post_deter,time_to_fall,0,1,0.65836,0.69085,1000.0,512,28000,12000
rssm,post_stoch,time_to_fall,0,1,0.24539,0.49478,1000.0,128,28000,12000
rssm,prior,time_to_fall,0,1,0.66002,0.6842,1000.0,640,28000,12000
rssm,enc,reward_stand,0,1,0.68147,0.9491,0.001,64,28000,12000
rssm,posterior,reward_stand,0,1,0.89554,0.93609,10.0,640,28000,12000
rssm,post_deter,reward_stand,0,1,0.89337,0.93112,10.0,512,28000,12000
rssm,post_stoch,reward_stand,0,1,0.24004,0.47429,1000.0,128,28000,12000
rssm,prior,reward_stand,0,1,0.8958,0.92991,10.0,640,28000,12000
rssm,enc,reward_walk,0,1,0.60589,0.8245,0.001,64,28000,12000
rssm,posterior,reward_walk,0,1,0.67603,0.7693,1000.0,640,28000,12000
rssm,post_deter,reward_walk,0,1,0.66863,0.70953,1000.0,512,28000,12000
rssm,post_stoch,reward_walk,0,1,0.19105,0.31277,1000.0,128,28000,12000
rssm,prior,reward_walk,0,1,0.6708,0.72617,1000.0,640,28000,12000
rssm,enc,reward_run,0,1,0.72267,0.92965,0.001,64,28000,12000
rssm,posterior,reward_run,0,1,0.85847,0.90464,1000.0,640,28000,12000
rssm,post_deter,reward_run,0,1,0.85686,0.89599,1000.0,512,28000,12000
rssm,post_stoch,reward_run,0,1,0.24462,0.46409,1000.0,128,28000,12000
rssm,prior,reward_run,0,1,0.85675,0.89964,10.0,640,28000,12000
