model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.91567,0.97021,0.001,64,28000,12000
rssm,posterior,state,0,1,0.94936,0.9522,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.87429,0.86687,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.33912,0.52971,10.0,128,28000,12000
rssm,prior,state,0,1,0.90405,0.8893,10.0,640,28000,12000
rssm,enc,state,1,1,0.35299,0.41092,10.0,64,27972,11988
rssm,posterior,state,1,1,0.42489,0.29374,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.41869,0.28658,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.09487,0.12536,10.0,128,27972,11988
rssm,prior,state,1,1,0.42176,0.27385,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.9041,0.89141,10.0,640,27972,11988
rssm,enc,state,5,1,0.12457,0.08262,10.0,64,27860,11940
rssm,posterior,state,5,1,0.13763,-0.1334,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.13595,-0.10733,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.02146,-0.0421,1000.0,128,27860,11940
rssm,prior,state,5,1,0.1364,-0.12535,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.80666,0.76875,1000.0,640,27860,11940
rssm,enc,state,20,1,0.01214,-0.07422,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.00436,-0.32712,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.0063,-0.29924,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.00663,-0.07755,1000.0,128,27440,11760
rssm,prior,state,20,1,0.0052,-0.31363,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.60386,0.51642,1000.0,640,27440,11760
rssm,enc,gait_phase,0,1,0.40979,0.43443,1.0,64,28000,12000
rssm,posterior,gait_phase,0,1,0.53293,0.41256,1000.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.52533,0.40402,1000.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.04629,0.05787,10.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.5264,0.39472,1000.0,640,28000,12000
rssm,enc,return_to_go,0,1,0.22912,0.11144,0.001,64,28000,12000
rssm,posterior,return_to_go,0,1,0.25124,-0.02642,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.25271,-0.04022,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.02657,-0.06174,0.001,128,28000,12000
rssm,prior,return_to_go,0,1,0.25339,-0.03049,1000.0,640,28000,12000
rssm,enc,time_to_fall,0,1,0.22261,0.2924,10.0,64,28000,12000
rssm,posterior,time_to_fall,0,1,0.34201,0.34351,1000.0,640,28000,12000
rssm,post_deter,time_to_fall,0,1,0.34019,0.31678,1000.0,512,28000,12000
rssm,post_stoch,time_to_fall,0,1,0.03078,0.09272,10.0,128,28000,12000
rssm,prior,time_to_fall,0,1,0.33937,0.34294,1000.0,640,28000,12000
rssm,enc,reward_stand,0,1,0.60012,0.92017,10.0,64,28000,12000
rssm,posterior,reward_stand,0,1,0.92262,0.96596,1000.0,640,28000,12000
rssm,post_deter,reward_stand,0,1,0.92205,0.96598,1000.0,512,28000,12000
rssm,post_stoch,reward_stand,0,1,0.08983,0.40122,0.001,128,28000,12000
rssm,prior,reward_stand,0,1,0.92217,0.96659,1000.0,640,28000,12000
rssm,enc,reward_walk,0,1,0.50886,0.6118,10.0,64,28000,12000
rssm,posterior,reward_walk,0,1,0.67438,0.68216,1000.0,640,28000,12000
rssm,post_deter,reward_walk,0,1,0.67434,0.67873,1000.0,512,28000,12000
rssm,post_stoch,reward_walk,0,1,0.05472,0.1038,10.0,128,28000,12000
rssm,prior,reward_walk,0,1,0.67369,0.67498,1000.0,640,28000,12000
rssm,enc,reward_run,0,1,0.62901,0.90102,10.0,64,28000,12000
rssm,posterior,reward_run,0,1,0.91416,0.94692,1000.0,640,28000,12000
rssm,post_deter,reward_run,0,1,0.91368,0.95437,1000.0,512,28000,12000
rssm,post_stoch,reward_run,0,1,0.0885,0.39072,0.001,128,28000,12000
rssm,prior,reward_run,0,1,0.9135,0.94762,1000.0,640,28000,12000
