model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.80377,0.85703,10.0,64,28000,12000
rssm,posterior,state,0,1,0.83083,0.82183,1000.0,640,28000,12000
rssm,post_deter,state,0,1,0.69818,0.67573,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.42868,0.47646,1000.0,128,28000,12000
rssm,prior,state,0,1,0.74652,0.70502,1000.0,640,28000,12000
rssm,enc,state,1,1,0.40626,0.48667,10.0,64,27972,11988
rssm,posterior,state,1,1,0.5523,0.51901,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.53462,0.49544,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.16316,0.17734,1000.0,128,27972,11988
rssm,prior,state,1,1,0.54046,0.49449,10.0,640,27972,11988
rssm,imag1,state,1,1,0.7465,0.69853,1000.0,640,27972,11988
rssm,enc,state,5,1,0.14238,0.13559,10.0,64,27860,11940
rssm,posterior,state,5,1,0.2177,-0.00142,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.21313,0.00836,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.03244,-0.01904,1000.0,128,27860,11940
rssm,prior,state,5,1,0.2146,0.0019,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.62944,0.56305,1000.0,640,27860,11940
rssm,enc,state,20,1,0.01969,-0.0889,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.01235,-0.33826,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.0145,-0.30969,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.00524,-0.08137,1000.0,128,27440,11760
rssm,prior,state,20,1,0.01235,-0.33136,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.47356,0.35722,1000.0,640,27440,11760
rssm,enc,gait_phase,0,1,0.54938,0.59364,0.001,64,28000,12000
rssm,posterior,gait_phase,0,1,0.70264,0.63069,1000.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.6994,0.6163,1000.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.13952,0.20305,1000.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.69986,0.61449,1000.0,640,28000,12000
rssm,enc,return_to_go,0,1,0.13892,-0.06092,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.14924,-0.09338,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.14474,-0.1136,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.06031,-0.10696,0.001,128,28000,12000
rssm,prior,return_to_go,0,1,0.14917,-0.10304,1000.0,640,28000,12000
rssm,enc,time_to_fall,0,1,0.4337,0.52031,10.0,64,27882,11993
rssm,posterior,time_to_fall,0,1,0.46467,0.48845,1000.0,640,27882,11993
rssm,post_deter,time_to_fall,0,1,0.45962,0.47605,1000.0,512,27882,11993
rssm,post_stoch,time_to_fall,0,1,0.11708,0.19984,10.0,128,27882,11993
rssm,prior,time_to_fall,0,1,0.46077,0.48174,1000.0,640,27882,11993
rssm,enc,reward_stand,0,1,0.76375,0.9479,0.001,64,28000,12000
rssm,posterior,reward_stand,0,1,0.92131,0.96421,10.0,640,28000,12000
rssm,post_deter,reward_stand,0,1,0.91965,0.95634,10.0,512,28000,12000
rssm,post_stoch,reward_stand,0,1,0.22401,0.48433,10.0,128,28000,12000
rssm,prior,reward_stand,0,1,0.92046,0.95772,10.0,640,28000,12000
rssm,enc,reward_walk,0,1,0.52957,0.66914,0.001,64,28000,12000
rssm,posterior,reward_walk,0,1,0.59455,0.62499,1000.0,640,28000,12000
rssm,post_deter,reward_walk,0,1,0.59162,0.61839,1000.0,512,28000,12000
rssm,post_stoch,reward_walk,0,1,0.16208,0.24791,10.0,128,28000,12000
rssm,prior,reward_walk,0,1,0.59298,0.60165,1000.0,640,28000,12000
rssm,enc,reward_run,0,1,0.72096,0.87285,0.001,64,28000,12000
rssm,posterior,reward_run,0,1,0.84083,0.8795,10.0,640,28000,12000
rssm,post_deter,reward_run,0,1,0.83938,0.86744,10.0,512,28000,12000
rssm,post_stoch,reward_run,0,1,0.21605,0.44017,10.0,128,28000,12000
rssm,prior,reward_run,0,1,0.83954,0.86993,10.0,640,28000,12000
