model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.98828,,10.0,64,28000,12000
rssm,posterior,state,0,1,0.99552,,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.97563,,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.74684,,10.0,128,28000,12000
rssm,prior,state,0,1,0.97809,,10.0,640,28000,12000
rssm,enc,state,1,1,0.69105,,10.0,64,27972,11988
rssm,posterior,state,1,1,0.8925,,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.83119,,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.67223,,10.0,128,27972,11988
rssm,prior,state,1,1,0.84223,,10.0,640,27972,11988
rssm,imag1,state,1,1,0.97921,,10.0,640,27972,11988
rssm,enc,state,5,1,0.40527,,1.0,64,27860,11940
rssm,posterior,state,5,1,0.46556,,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.46008,,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.26794,,1000.0,128,27860,11940
rssm,prior,state,5,1,0.46077,,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.97025,,10.0,640,27860,11940
rssm,enc,state,20,1,0.28501,,10.0,64,27440,11760
rssm,posterior,state,20,1,0.28556,,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.27894,,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.16856,,10.0,128,27440,11760
rssm,prior,state,20,1,0.28025,,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.96193,,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,-1.197,,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,-7.47508,,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-6.9647,,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,-0.89663,,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,-7.08886,,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.9155,,1.0,64,28000,12000
rssm,posterior,regime,0,1,0.89427,,10.0,640,28000,12000
rssm,post_deter,regime,0,1,0.87357,,10.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.15956,,1000.0,128,28000,12000
rssm,prior,regime,0,1,0.88403,,10.0,640,28000,12000
rssm,enc,in_regime,0,1,-0.59248,,1000.0,64,28000,12000
rssm,posterior,in_regime,0,1,-4.17222,,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,-3.96835,,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,-0.54663,,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,-4.0404,,1000.0,640,28000,12000
