model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.974,0.9972,10.0,64,28000,12000
rssm,posterior,state,0,1,0.9929,0.99334,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.98714,0.98879,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.6382,0.86041,1.0,128,28000,12000
rssm,prior,state,0,1,0.98856,0.98829,1.0,640,28000,12000
rssm,enc,state,1,1,0.89794,0.94557,10.0,64,27972,11988
rssm,posterior,state,1,1,0.94747,0.94746,10.0,640,27972,11988
rssm,post_deter,state,1,1,0.94306,0.94379,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.61193,0.81661,1.0,128,27972,11988
rssm,prior,state,1,1,0.94522,0.945,10.0,640,27972,11988
rssm,imag1,state,1,1,0.98856,0.98827,1.0,640,27972,11988
rssm,enc,state,5,1,0.65541,0.78573,1.0,64,27860,11940
rssm,posterior,state,5,1,0.76785,0.76404,10.0,640,27860,11940
rssm,post_deter,state,5,1,0.76319,0.75664,10.0,512,27860,11940
rssm,post_stoch,state,5,1,0.49667,0.67742,1.0,128,27860,11940
rssm,prior,state,5,1,0.76782,0.76163,10.0,640,27860,11940
rssm,imag5,state,5,1,0.98152,0.98109,10.0,640,27860,11940
rssm,enc,state,20,1,0.23591,0.30912,10.0,64,27440,11760
rssm,posterior,state,20,1,0.29671,0.16248,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.29395,0.16936,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.16007,0.23666,10.0,128,27440,11760
rssm,prior,state,20,1,0.29723,0.17375,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.9311,0.92571,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,-0.00408,-0.14783,10.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.02684,-0.33449,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.01781,-0.27561,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.05927,-0.08003,10.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.03487,-0.33643,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.9474,0.99622,10.0,64,28000,12000
rssm,posterior,regime,0,1,0.98944,0.99468,10.0,640,28000,12000
rssm,post_deter,regime,0,1,0.98538,0.9895,10.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.88027,0.97033,1.0,128,28000,12000
rssm,prior,regime,0,1,0.98643,0.98977,10.0,640,28000,12000
rssm,enc,in_regime,0,1,0.17111,0.76222,10.0,64,28000,12000
rssm,posterior,in_regime,0,1,0.30474,0.79459,10.0,640,28000,12000
rssm,post_deter,in_regime,0,1,0.28431,0.73984,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,0.16156,0.45896,10.0,128,28000,12000
rssm,prior,in_regime,0,1,0.31931,0.74079,10.0,640,28000,12000
