run_id,arm,side,seed,head_trained,smoke,probeset_sha,probe_r2,probe_mse_all,n_probe_mse_all,probe_mse_in_regime,n_probe_mse_in_regime,probe_mse_out_regime,n_probe_mse_out_regime,probe_mse_rewarded,n_probe_mse_rewarded,probe_mse_unrewarded,n_probe_mse_unrewarded,cons_err_all,n_cons_err_all,cons_err_in_regime,n_cons_err_in_regime,cons_err_out_regime,n_cons_err_out_regime,cons_err_rewarded,n_cons_err_rewarded,cons_err_unrewarded,n_cons_err_unrewarded,rew_head_mse_all,n_rew_head_mse_all,rew_head_mse_in_regime,n_rew_head_mse_in_regime,rew_head_mse_out_regime,n_rew_head_mse_out_regime,rew_head_mse_rewarded,n_rew_head_mse_rewarded,rew_head_mse_unrewarded,n_rew_head_mse_unrewarded
tm2wm_finger_awareq1s1_seed8,aware,1,8,1,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,0.7969217383067007,0.013161632677558913,30030,0.05826280167154678,2094,0.009780982338447708,27936,0.05695329719135658,2092,0.009882508826071163,27938,0.00017480046347395729,60000,0.0002125461189905309,5440,0.00017103696702948953,54560,0.0002125461189905309,5440,0.00017103696702948953,54560,0.006084484500509958,60000,0.020306557576260115,5440,0.004666447888851586,54560,0.020306557576260115,5440,0.004666447888851586,54560
tm2wm_finger_awareq1s1_seed9,aware,1,9,1,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,0.7401340128531122,0.016842081666939124,30030,0.06995397586355895,2094,0.012860971040946786,27936,0.06870097032859925,2092,0.01295888333204783,27938,0.00018934104162220063,60000,0.0001948326818687964,5440,0.00018879348804922626,54560,0.0001948326818687964,5440,0.00018879348804922626,54560,0.009071083801113294,60000,0.015715108107809374,5440,0.008408629764668522,54560,0.015715108107809374,5440,0.008408629764668522,54560
tm2wm_finger_freeq1s0_seed1,free,0,1,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.23811330880653703,0.08024291939389978,30030,0.436056622473198,2094,0.0535721757567273,27936,0.43607561289373986,2092,0.05359813469915908,27938,9.057426671505482e-05,60000,9.064761018088481e-05,5440,9.056695387681957e-05,54560,9.064761018088481e-05,5440,9.056695387681957e-05,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed10,free,0,10,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.23246069030327288,0.07987656955524156,30030,0.4361105889647399,2094,0.05317432024812923,27936,0.43586467122775435,2092,0.05322014788229085,27938,0.00011030881854498678,60000,0.00010360785735017811,5440,0.00011097694957320818,54560,0.00010360785735017811,5440,0.00011097694957320818,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed11,free,0,11,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.3032902348657709,0.08446707786704846,30030,0.5089143494441541,2094,0.052651764769881385,27936,0.5092039545890825,2092,0.05266274161883832,27938,0.00010847648125105707,60000,0.00010581717737561376,5440,0.00010874163178409247,54560,0.00010581717737561376,5440,0.00010874163178409247,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed12,free,0,12,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.205594384301367,0.07813534699379371,30030,0.43328200155538904,2094,0.05151460334216212,27936,0.43341508717170296,2092,0.051531967494467125,27938,0.00011752765979099043,60000,0.00010931710588772435,5440,0.00011834630739424863,54560,0.00010931710588772435,5440,0.00011834630739424863,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed13,free,0,13,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.3054158836833656,0.08460484253326823,30030,0.4815875863465296,2094,0.05484818927063331,27936,0.48166837746975333,2092,0.05487268865370897,27938,9.145480045190197e-05,60000,9.431196648827555e-05,5440,9.116992172686766e-05,54560,9.431196648827555e-05,5440,9.116992172686766e-05,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed14,free,0,14,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.23837831596098424,0.08026009467792418,30030,0.40034177643885344,2094,0.056267717758988534,27936,0.40047078034667116,2092,0.056282689193672665,27938,9.911132628702338e-05,60000,9.747038253502015e-05,5440,9.927493944704716e-05,54560,9.747038253502015e-05,5440,9.927493944704716e-05,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed15,free,0,15,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.17130560515339588,0.07591306917663812,30030,0.4443578884830476,2094,0.04829553439615339,27936,0.44457201830497517,2092,0.048307853285146925,27938,9.881880496292297e-05,60000,0.0001017283418456279,5440,9.852870451127496e-05,54560,0.0001017283418456279,5440,9.852870451127496e-05,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed16,free,0,16,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.2899482618866225,0.08360237602214754,30030,0.41559538354449677,2094,0.058717161325992064,27936,0.41560363729565186,2092,0.05874209115622403,27938,0.00011377894876263023,60000,0.00010804570145682767,5440,0.00011435059218901523,54560,0.00010804570145682767,5440,0.00011435059218901523,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed2,free,0,2,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.21023847611162227,0.07843633356920449,30030,0.4625482598773028,2094,0.04964443874928903,27936,0.46255211983712186,2092,0.0496737082963688,27938,9.379703402861423e-05,60000,9.998081845017904e-05,5440,9.318046901297434e-05,54560,9.998081845017904e-05,5440,9.318046901297434e-05,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed3,free,0,3,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.21703342401139114,0.07887671851033115,30030,0.43131714593965614,2094,0.052458825646749876,27936,0.43150309345134336,2092,0.05247202324307518,27938,0.00010098550507876022,60000,9.668818995804179e-05,5440,0.00010141397638111925,54560,9.668818995804179e-05,5440,0.00010141397638111925,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed4,free,0,4,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.30069513937787096,0.08429888806036934,30030,0.4580869947095051,2094,0.05628083625183232,27936,0.4583921036178369,2092,0.05628675380071503,27938,0.00010509753225215377,60000,0.00010616346704219214,5440,0.00010499125136399745,54560,0.00010616346704219214,5440,0.00010499125136399745,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed5,free,0,5,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.2977842283119263,0.08411023004307319,30030,0.42410059543567125,2094,0.058625557035767197,27936,0.42413817481359856,2092,0.05864890638139594,27938,0.00011450269735530582,60000,0.0001157427455521041,5440,0.0001143790561861236,54560,0.0001157427455521041,5440,0.0001143790561861236,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
tm2wm_finger_freeq1s0_seed6,free,0,6,0,0,a78fe58ca526b51c9fd567b9627e6524eef9df55d918d49ac3f24994c452c786,-0.2235705299783488,0.07930039255005342,30030,0.4747794424014305,2094,0.049656451742894785,27936,0.47483238176042897,2092,0.04968292095480301,27938,9.237352225996271e-05,60000,9.856284119987389e-05,5440,9.175640541551409e-05,54560,9.856284119987389e-05,5440,9.175640541551409e-05,54560,0.09066666666666667,60000,1.0,5440,0.0,54560,1.0,5440,0.0,54560
