model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.88436,0.88399,10.0,64,28000,12000
rssm,posterior,state,0,1,0.89497,0.88541,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.85977,0.87199,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.66644,0.84204,1.0,128,28000,12000
rssm,prior,state,0,1,0.87817,0.85868,10.0,640,28000,12000
rssm,enc,state,1,1,0.58826,0.7367,10.0,64,27972,11988
rssm,posterior,state,1,1,0.7355,0.78426,10.0,640,27972,11988
rssm,post_deter,state,1,1,0.71447,0.76786,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.45791,0.67749,10.0,128,27972,11988
rssm,prior,state,1,1,0.73187,0.77145,10.0,640,27972,11988
rssm,imag1,state,1,1,0.87827,0.86626,10.0,640,27972,11988
rssm,enc,state,5,1,0.37187,0.44534,10.0,64,27860,11940
rssm,posterior,state,5,1,0.44593,0.45238,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.4377,0.43892,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.29278,0.40202,1.0,128,27860,11940
rssm,prior,state,5,1,0.44391,0.43996,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.80497,0.81271,10.0,640,27860,11940
rssm,enc,state,20,1,0.07411,0.06903,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.0986,-0.03735,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.09772,-0.0398,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.05622,0.05826,10.0,128,27440,11760
rssm,prior,state,20,1,0.09879,-0.03399,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.69554,0.71208,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,0.02062,-1.61318,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,-0.13771,-1.23969,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-0.13517,-1.30445,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,-0.00179,-0.2753,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,-0.13528,-1.20935,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.34084,0.94974,10.0,64,28000,12000
rssm,posterior,regime,0,1,-0.06133,-0.31259,1000.0,640,28000,12000
rssm,post_deter,regime,0,1,-0.06349,-0.36599,1000.0,512,28000,12000
rssm,post_stoch,regime,0,1,-0.02246,-0.04638,1000.0,128,28000,12000
rssm,prior,regime,0,1,-0.06317,-0.33977,1000.0,640,28000,12000
rssm,enc,in_regime,0,1,0.00885,-0.23939,1000.0,64,28000,12000
rssm,posterior,in_regime,0,1,-0.06824,-0.53065,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,-0.06622,-0.68616,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,-0.00893,-0.07564,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,-0.06759,-0.55136,1000.0,640,28000,12000
