model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.98563,0.998,10.0,64,28000,12000
rssm,posterior,state,0,1,0.99389,0.9942,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.98967,0.99109,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.64081,0.87467,1.0,128,28000,12000
rssm,prior,state,0,1,0.99061,0.99057,10.0,640,28000,12000
rssm,enc,state,1,1,0.93128,0.96137,10.0,64,27972,11988
rssm,posterior,state,1,1,0.96158,0.96213,10.0,640,27972,11988
rssm,post_deter,state,1,1,0.95823,0.96143,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.61266,0.84908,1.0,128,27972,11988
rssm,prior,state,1,1,0.95973,0.95815,10.0,640,27972,11988
rssm,imag1,state,1,1,0.99061,0.9907,10.0,640,27972,11988
rssm,enc,state,5,1,0.71853,0.82774,1.0,64,27860,11940
rssm,posterior,state,5,1,0.80951,0.80969,10.0,640,27860,11940
rssm,post_deter,state,5,1,0.80471,0.8029,10.0,512,27860,11940
rssm,post_stoch,state,5,1,0.5066,0.71709,1.0,128,27860,11940
rssm,prior,state,5,1,0.80922,0.81007,10.0,640,27860,11940
rssm,imag5,state,5,1,0.983,0.9827,10.0,640,27860,11940
rssm,enc,state,20,1,0.30389,0.38384,10.0,64,27440,11760
rssm,posterior,state,20,1,0.37313,0.2877,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.36863,0.2714,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.2289,0.30794,10.0,128,27440,11760
rssm,prior,state,20,1,0.37206,0.29866,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.92748,0.92588,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,0.07389,0.14218,0.001,64,28000,12000
rssm,posterior,return_to_go,0,1,0.21066,-0.02232,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.20937,-0.0431,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.16106,0.14554,0.001,128,28000,12000
rssm,prior,return_to_go,0,1,0.21012,-0.00284,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.95494,0.99685,10.0,64,28000,12000
rssm,posterior,regime,0,1,0.99218,0.99422,1.0,640,28000,12000
rssm,post_deter,regime,0,1,0.98874,0.99063,10.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.79322,0.96146,10.0,128,28000,12000
rssm,prior,regime,0,1,0.98951,0.99048,0.1,640,28000,12000
rssm,enc,in_regime,0,1,0.22312,0.80952,0.001,64,28000,12000
rssm,posterior,in_regime,0,1,0.33186,0.79678,10.0,640,28000,12000
rssm,post_deter,in_regime,0,1,0.32282,0.72921,10.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,0.16336,0.4936,0.001,128,28000,12000
rssm,prior,in_regime,0,1,0.34057,0.72462,0.001,640,28000,12000
