model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.95046,0.98203,1.0,64,28000,12000
rssm,posterior,state,0,1,0.99507,0.99297,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.99421,0.99201,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.81477,0.93335,0.1,128,28000,12000
rssm,prior,state,0,1,0.99426,0.99082,10.0,640,28000,12000
rssm,enc,state,1,1,0.69799,0.70363,1.0,64,27972,11988
rssm,posterior,state,1,1,0.73146,0.62499,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.73101,0.6316,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.58203,0.64483,10.0,128,27972,11988
rssm,prior,state,1,1,0.73072,0.62705,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.99484,0.99144,10.0,640,27972,11988
rssm,enc,state,5,1,0.63112,0.61921,0.001,64,27860,11940
rssm,posterior,state,5,1,0.65546,0.50196,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.65615,0.49529,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.52949,0.56628,10.0,128,27860,11940
rssm,prior,state,5,1,0.65546,0.48228,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.99488,0.99045,10.0,640,27860,11940
rssm,enc,state,20,1,0.61512,0.59995,1.0,64,27440,11760
rssm,posterior,state,20,1,0.6411,0.44484,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.6415,0.45172,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.5206,0.53409,10.0,128,27440,11760
rssm,prior,state,20,1,0.64126,0.44669,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.99497,0.9907,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,-0.45379,-0.59863,0.001,64,28000,12000
rssm,posterior,return_to_go,0,1,-1.44736,-1.19084,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-1.44189,-1.11785,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,-0.30254,-0.93401,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,-1.43225,-1.36745,1000.0,640,28000,12000
rssm,enc,regime,0,1,-0.00663,0.9364,0.001,64,28000,12000
rssm,posterior,regime,0,1,0.4397,0.80528,0.1,640,28000,12000
rssm,post_deter,regime,0,1,0.44303,0.70206,0.001,512,28000,12000
rssm,post_stoch,regime,0,1,-0.01908,0.45925,1000.0,128,28000,12000
rssm,prior,regime,0,1,0.44984,0.77045,0.001,640,28000,12000
rssm,enc,in_regime,0,1,-0.13862,-0.31871,10.0,64,28000,12000
rssm,posterior,in_regime,0,1,-0.54124,-0.053,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,-0.51907,-0.32524,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,-0.10866,-0.73473,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,-0.5326,-0.07665,1000.0,640,28000,12000
