run_id,err_diff,expl_mode,horizon,n_all,n_in_norew,n_in_regime,n_in_rew,n_out_norew,n_out_regime,n_out_rew,n_rewarded,n_unrewarded,nll_all,nll_in_norew,nll_in_regime,nll_in_rew,nll_out_norew,nll_out_regime,nll_out_rew,nll_rewarded,nll_unrewarded,rew_nll_all,rew_nll_in,rew_nll_out,reward_aware
ax1wm_finger_srd0q1s0_seed1,-0.056351,task,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.19780343302987208,1.0967903289517078,0.24904510045966236,0.248110087340002,0.19269371535999552,0.19269371535999552,,0.248110087340002,0.19279303025713118,1.4098535826156189,15.017062809409966,0.05296960691118396,1
ax1wm_finger_srd0q1s0_seed1,-0.009151,task,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.4472249876438534,,0.45554611792335453,0.45554611792335453,0.44639531483006145,0.44639531483006145,,0.45554611792335453,0.44639531483006145,1.406928395647804,14.981032222597038,0.05349868856195655,1
ax1wm_finger_srd0q1s0_seed1,0.107463,task,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.8038004371431035,,0.7060770737623349,0.7060770737623349,0.8135396859299105,0.8135396859299105,,0.7060770737623349,0.8135396859299105,1.4194473359230133,15.103384335039726,0.0556867958962189,1
ax1wm_finger_srd0q1s0_seed1,0.611911,task,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.790653874165477,,1.2342578141664935,1.2342578141664935,1.8461687276855554,1.8461687276855554,,1.2342578141664935,1.8461687276855554,1.4416179506451834,15.383150835619883,0.05059056638201256,1
ax1wm_finger_srd0q1s0_seed2,-0.061844,task,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.20230910413818606,1.4050556926134352,0.25854513304565985,0.2572805993402542,0.19670135862549512,0.19670135862549512,,0.2572805993402542,0.1968340961942232,1.3280771215826204,14.134541749111484,0.0510418126595934,1
ax1wm_finger_srd0q1s0_seed2,0.004381,task,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.445194914722472,,0.4412114281162094,0.4412114281162094,0.44559209520520787,0.44559209520520787,,0.4412114281162094,0.44559209520520787,1.3223332646876573,14.120991014020847,0.046220761821591606,1
ax1wm_finger_srd0q1s0_seed2,0.090803,task,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.7907889573453715,,0.7082155162434166,0.7082155162434166,0.7990183434231021,0.7990183434231021,,0.7082155162434166,0.7990183434231021,1.3229882155735808,14.15646925569681,0.04398532080493268,1
ax1wm_finger_srd0q1s0_seed2,0.519496,task,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.7376952531171446,,1.2653296668651546,1.2653296668651546,1.7848259001759197,1.7848259001759197,,1.2653296668651546,1.7848259001759197,1.332422680528521,14.26945100351889,0.04162052722567044,1
ax1wm_finger_srd0q1s0_seed3,-0.058572,task,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.19352527113291906,1.1438164365827106,0.24678639160755392,0.24579702023441954,0.1882141776018673,0.1882141776018673,,0.24579702023441954,0.1883191503875481,1.5491595680410768,16.57141140797232,0.051170343295305606,1
ax1wm_finger_srd0q1s0_seed3,0.01425,task,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.4404397941595325,,0.42748158922705604,0.42748158922705604,0.4417318145926826,0.4417318145926826,,0.42748158922705604,0.4417318145926826,1.5409248466064533,16.486043841731462,0.05079567993709768,1
