model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.97268,0.99456,0.001,64,28000,12000
rssm,posterior,state,0,1,0.99696,0.9944,10.0,640,28000,12000
rssm,post_deter,state,0,1,0.99591,0.994,1000.0,512,28000,12000
rssm,post_stoch,state,0,1,0.8475,0.95877,10.0,128,28000,12000
rssm,prior,state,0,1,0.99602,0.99363,1000.0,640,28000,12000
rssm,enc,state,1,1,0.65981,0.65945,10.0,64,27972,11988
rssm,posterior,state,1,1,0.67412,0.50615,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.67468,0.53419,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.56496,0.60528,10.0,128,27972,11988
rssm,prior,state,1,1,0.67443,0.53853,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.99644,0.99383,1000.0,640,27972,11988
rssm,enc,state,5,1,0.58121,0.56321,1000.0,64,27860,11940
rssm,posterior,state,5,1,0.58773,0.3909,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.58803,0.38446,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.50336,0.51237,10.0,128,27860,11940
rssm,prior,state,5,1,0.58778,0.38888,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.99667,0.99417,1000.0,640,27860,11940
rssm,enc,state,20,1,0.56398,0.52682,1000.0,64,27440,11760
rssm,posterior,state,20,1,0.56681,0.36159,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.5668,0.33482,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.47423,0.48434,1000.0,128,27440,11760
rssm,prior,state,20,1,0.56612,0.37981,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.9973,0.99461,10.0,640,27440,11760
rssm,enc,return_to_go,0,1,-0.25736,-0.47763,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,-0.48403,-0.16249,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-0.44534,-0.18691,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,-0.16307,-0.3897,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,-0.45951,-0.1736,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.49114,0.96768,0.001,64,28000,12000
rssm,posterior,regime,0,1,0.64357,0.88221,10.0,640,28000,12000
rssm,post_deter,regime,0,1,0.60203,0.8667,10.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.48538,0.68214,10.0,128,28000,12000
rssm,prior,regime,0,1,0.6227,0.86595,1.0,640,28000,12000
rssm,enc,in_regime,0,1,-0.03197,-0.37393,1000.0,64,28000,12000
rssm,posterior,in_regime,0,1,-0.07676,-0.08113,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,-0.07002,-0.04209,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,-0.02619,-0.46733,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,-0.06903,-0.07071,1000.0,640,28000,12000
