model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.90024,0.95796,10.0,64,28000,12000
rssm,posterior,state,0,1,0.93172,0.93205,1000.0,640,28000,12000
rssm,post_deter,state,0,1,0.84503,0.83943,1000.0,512,28000,12000
rssm,post_stoch,state,0,1,0.34438,0.51313,1000.0,128,28000,12000
rssm,prior,state,0,1,0.88335,0.86584,1000.0,640,28000,12000
rssm,enc,state,1,1,0.3444,0.40078,10.0,64,27972,11988
rssm,posterior,state,1,1,0.40285,0.27383,1000.0,640,27972,11988
rssm,post_deter,state,1,1,0.39789,0.27355,1000.0,512,27972,11988
rssm,post_stoch,state,1,1,0.09353,0.12752,1000.0,128,27972,11988
rssm,prior,state,1,1,0.40181,0.27031,1000.0,640,27972,11988
rssm,imag1,state,1,1,0.88335,0.86547,1000.0,640,27972,11988
rssm,enc,state,5,1,0.121,0.08267,10.0,64,27860,11940
rssm,posterior,state,5,1,0.12526,-0.14857,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.12581,-0.12248,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.01958,-0.05556,1000.0,128,27860,11940
rssm,prior,state,5,1,0.12601,-0.13419,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.78882,0.74805,1000.0,640,27860,11940
rssm,enc,state,20,1,0.01242,-0.06879,1000.0,64,27440,11760
rssm,posterior,state,20,1,-0.00248,-0.35446,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.00071,-0.31114,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.00273,-0.08975,1000.0,128,27440,11760
rssm,prior,state,20,1,-0.00097,-0.3318,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.59216,0.50826,1000.0,640,27440,11760
rssm,enc,gait_phase,0,1,0.41932,0.43374,10.0,64,28000,12000
rssm,posterior,gait_phase,0,1,0.5117,0.34214,1000.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.50595,0.31813,1000.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.00993,0.08001,1000.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.50584,0.32722,1000.0,640,28000,12000
rssm,enc,return_to_go,0,1,0.08811,0.05466,10.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.08973,-0.08245,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.08961,-0.07322,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.03475,-0.02328,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.09481,-0.0779,1000.0,640,28000,12000
rssm,enc,time_to_fall,0,1,0.40477,0.70723,1000.0,64,27955,12000
rssm,posterior,time_to_fall,0,1,0.57184,0.64361,1000.0,640,27955,12000
rssm,post_deter,time_to_fall,0,1,0.5733,0.61915,1000.0,512,27955,12000
rssm,post_stoch,time_to_fall,0,1,0.03133,0.09614,1000.0,128,27955,12000
rssm,prior,time_to_fall,0,1,0.57499,0.61391,1000.0,640,27955,12000
rssm,enc,reward_stand,0,1,0.55659,0.79851,10.0,64,28000,12000
rssm,posterior,reward_stand,0,1,0.92079,0.97351,1000.0,640,28000,12000
rssm,post_deter,reward_stand,0,1,0.92832,0.97139,10.0,512,28000,12000
rssm,post_stoch,reward_stand,0,1,0.04307,0.3159,1000.0,128,28000,12000
rssm,prior,reward_stand,0,1,0.92847,0.97381,10.0,640,28000,12000
rssm,enc,reward_walk,0,1,0.46161,0.58573,10.0,64,28000,12000
rssm,posterior,reward_walk,0,1,0.53375,0.52916,1000.0,640,28000,12000
rssm,post_deter,reward_walk,0,1,0.53431,0.51955,1000.0,512,28000,12000
rssm,post_stoch,reward_walk,0,1,0.02688,0.10105,1000.0,128,28000,12000
rssm,prior,reward_walk,0,1,0.53478,0.53772,1000.0,640,28000,12000
rssm,enc,reward_run,0,1,0.60389,0.8555,10.0,64,28000,12000
rssm,posterior,reward_run,0,1,0.87922,0.91771,10.0,640,28000,12000
rssm,post_deter,reward_run,0,1,0.87952,0.92192,10.0,512,28000,12000
rssm,post_stoch,reward_run,0,1,0.04342,0.30168,1000.0,128,28000,12000
rssm,prior,reward_run,0,1,0.87937,0.91675,10.0,640,28000,12000
