model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.85383,0.90899,0.001,64,28000,12000
rssm,posterior,state,0,1,0.88334,0.87861,1000.0,640,28000,12000
rssm,post_deter,state,0,1,0.76819,0.77789,10.0,512,28000,12000
rssm,post_stoch,state,0,1,0.63424,0.73688,10.0,128,28000,12000
rssm,prior,state,0,1,0.79543,0.78388,1000.0,640,28000,12000
rssm,enc,state,1,1,0.57288,0.77165,0.001,64,27972,11988
rssm,posterior,state,1,1,0.7352,0.77205,10.0,640,27972,11988
rssm,post_deter,state,1,1,0.71235,0.73363,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.35044,0.50851,10.0,128,27972,11988
rssm,prior,state,1,1,0.71962,0.73865,10.0,640,27972,11988
rssm,imag1,state,1,1,0.79542,0.78311,1000.0,640,27972,11988
rssm,enc,state,5,1,0.38408,0.58626,0.001,64,27860,11940
rssm,posterior,state,5,1,0.54243,0.58275,10.0,640,27860,11940
rssm,post_deter,state,5,1,0.53097,0.56541,10.0,512,27860,11940
rssm,post_stoch,state,5,1,0.19173,0.29645,0.001,128,27860,11940
rssm,prior,state,5,1,0.53632,0.55693,10.0,640,27860,11940
rssm,imag5,state,5,1,0.68039,0.67101,1000.0,640,27860,11940
rssm,enc,state,20,1,0.16843,0.19847,1.0,64,27440,11760
rssm,posterior,state,20,1,0.21626,0.05103,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.21549,0.08002,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.07795,0.02938,1000.0,128,27440,11760
rssm,prior,state,20,1,0.21615,0.062,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.5957,0.57757,1000.0,640,27440,11760
rssm,enc,gait_phase,0,1,0.51907,0.70918,1.0,64,28000,12000
rssm,posterior,gait_phase,0,1,0.68981,0.70059,10.0,640,28000,12000
rssm,post_deter,gait_phase,0,1,0.66992,0.67242,10.0,512,28000,12000
rssm,post_stoch,gait_phase,0,1,0.191,0.272,10.0,128,28000,12000
rssm,prior,gait_phase,0,1,0.67376,0.66806,10.0,640,28000,12000
rssm,enc,return_to_go,0,1,0.16763,0.08085,10.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.18622,-0.08738,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.18041,-0.07177,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.05044,-0.08522,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.18044,-0.07519,1000.0,640,28000,12000
rssm,enc,time_to_fall,0,1,0.46879,0.54239,10.0,64,27791,11858
rssm,posterior,time_to_fall,0,1,0.49741,0.51574,1000.0,640,27791,11858
rssm,post_deter,time_to_fall,0,1,0.48411,0.47494,1000.0,512,27791,11858
rssm,post_stoch,time_to_fall,0,1,0.14557,0.19138,10.0,128,27791,11858
rssm,prior,time_to_fall,0,1,0.48698,0.46431,1000.0,640,27791,11858
rssm,enc,reward_stand,0,1,0.76191,0.93032,0.001,64,28000,12000
rssm,posterior,reward_stand,0,1,0.89673,0.93823,10.0,640,28000,12000
rssm,post_deter,reward_stand,0,1,0.89499,0.92788,10.0,512,28000,12000
rssm,post_stoch,reward_stand,0,1,0.2017,0.43807,10.0,128,28000,12000
rssm,prior,reward_stand,0,1,0.89552,0.92985,10.0,640,28000,12000
rssm,enc,reward_walk,0,1,0.61251,0.78624,10.0,64,28000,12000
rssm,posterior,reward_walk,0,1,0.71255,0.76822,1000.0,640,28000,12000
rssm,post_deter,reward_walk,0,1,0.70496,0.74471,1000.0,512,28000,12000
rssm,post_stoch,reward_walk,0,1,0.17681,0.3259,1000.0,128,28000,12000
rssm,prior,reward_walk,0,1,0.70594,0.74032,1000.0,640,28000,12000
rssm,enc,reward_run,0,1,0.72536,0.88648,0.001,64,28000,12000
rssm,posterior,reward_run,0,1,0.82983,0.87675,10.0,640,28000,12000
rssm,post_deter,reward_run,0,1,0.82435,0.85251,10.0,512,28000,12000
rssm,post_stoch,reward_run,0,1,0.20765,0.42265,1000.0,128,28000,12000
rssm,prior,reward_run,0,1,0.82554,0.85288,10.0,640,28000,12000
