model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.93355,,0.001,64,28000,12000
rssm,posterior,state,0,1,0.98977,,0.001,640,28000,12000
rssm,post_deter,state,0,1,0.98925,,0.001,512,28000,12000
rssm,post_stoch,state,0,1,0.78481,,0.001,128,28000,12000
rssm,prior,state,0,1,0.98951,,0.001,640,28000,12000
rssm,enc,state,1,1,0.89767,,0.001,64,27972,11988
rssm,posterior,state,1,1,0.95204,,1.0,640,27972,11988
rssm,post_deter,state,1,1,0.9517,,1.0,512,27972,11988
rssm,post_stoch,state,1,1,0.74859,,0.001,128,27972,11988
rssm,prior,state,1,1,0.95191,,1.0,640,27972,11988
rssm,imag1,state,1,1,0.98963,,0.001,640,27972,11988
rssm,enc,state,5,1,0.75824,,0.001,64,27860,11940
rssm,posterior,state,5,1,0.82438,,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.81884,,10.0,512,27860,11940
rssm,post_stoch,state,5,1,0.62473,,0.001,128,27860,11940
rssm,prior,state,5,1,0.81932,,10.0,640,27860,11940
rssm,imag5,state,5,1,0.98961,,0.001,640,27860,11940
rssm,enc,state,20,1,0.62835,,0.001,64,27440,11760
rssm,posterior,state,20,1,0.69018,,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.69073,,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.50793,,0.001,128,27440,11760
rssm,prior,state,20,1,0.6911,,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.99038,,0.001,640,27440,11760
rssm,enc,return_to_go,0,1,0.00377,,1.0,64,28000,12000
rssm,posterior,return_to_go,0,1,-0.20648,,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,-0.19861,,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,-0.02296,,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,-0.2132,,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.68665,,0.001,64,28000,12000
rssm,posterior,regime,0,1,0.87903,,10.0,640,28000,12000
rssm,post_deter,regime,0,1,0.87594,,10.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.31018,,10.0,128,28000,12000
rssm,prior,regime,0,1,0.87929,,10.0,640,28000,12000
rssm,enc,in_regime,0,1,-0.00793,,0.001,64,28000,12000
rssm,posterior,in_regime,0,1,-0.02869,,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,-0.02525,,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,-0.01641,,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,-0.03172,,1000.0,640,28000,12000
