run_id,err_diff,expl_mode,horizon,n_all,n_in_norew,n_in_regime,n_in_rew,n_out_norew,n_out_regime,n_out_rew,n_rewarded,n_unrewarded,nll_all,nll_in_norew,nll_in_regime,nll_in_rew,nll_out_norew,nll_out_regime,nll_out_rew,nll_rewarded,nll_unrewarded,rew_nll_all,rew_nll_in,rew_nll_out,reward_aware
ax1wm_finger_fq1s0_seed10,-0.055506,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.20365578118375077,1.9542420865036547,0.254128798821058,0.25225367387140807,0.19862271175003823,0.19862271175003823,,0.25225367387140807,0.19881556631335792,,,,0
ax1wm_finger_fq1s0_seed10,0.002483,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.44017842807171953,,0.4379207128665334,0.4379207128665334,0.4404035375056678,0.4404035375056678,,0.4379207128665334,0.4404035375056678,,,,0
ax1wm_finger_fq1s0_seed10,0.078994,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.8091270601653469,,0.737292412420778,0.737292412420778,0.8162862028891908,0.8162862028891908,,0.737292412420778,0.8162862028891908,,,,0
ax1wm_finger_fq1s0_seed10,0.562381,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.7457444670832523,,1.2343845592243472,1.2343845592243472,1.7967658031812823,1.7967658031812823,,1.2343845592243472,1.7967658031812823,,,,0
ax1wm_finger_fq1s0_seed11,-0.064318,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.19719844551967583,1.8569483912239473,0.2556840399473327,0.2539179395598952,0.19136637778515686,0.19136637778515686,,0.2539179395598952,0.19154934175587515,,,,0
ax1wm_finger_fq1s0_seed11,-0.000104,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.4414010590685392,,0.441495598552175,0.441495598552175,0.4413916328443643,0.4413916328443643,,0.441495598552175,0.4413916328443643,,,,0
ax1wm_finger_fq1s0_seed11,0.115436,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.7904789683081915,,0.6855048586635881,0.6855048586635881,0.800940836735896,0.800940836735896,,0.6855048586635881,0.800940836735896,,,,0
ax1wm_finger_fq1s0_seed11,0.614282,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.7757251440304505,,1.2171735631804124,1.2171735631804124,1.8314550663349947,1.8314550663349947,,1.2171735631804124,1.8314550663349947,,,,0
ax1wm_finger_fq1s0_seed12,-0.068018,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.2289467836026007,1.773454903086531,0.29079722038201006,0.2891619361731448,0.22277918044771983,0.22277918044771983,,0.2891619361731448,0.2229495219771199,,,,0
ax1wm_finger_fq1s0_seed12,-0.011335,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.46754665055365296,,0.477853627498934,0.477853627498934,0.4665189754330092,0.4665189754330092,,0.477853627498934,0.4665189754330092,,,,0
ax1wm_finger_fq1s0_seed12,0.091476,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.7944418608500561,,0.7112563634800303,0.7112563634800303,0.8027322453222345,0.8027322453222345,,0.7112563634800303,0.8027322453222345,,,,0
ax1wm_finger_fq1s0_seed12,0.560533,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.7370312061946713,,1.227351824757842,1.227351824757842,1.7878848664501397,1.7878848664501397,,1.227351824757842,1.7878848664501397,,,,0
ax1wm_finger_fq1s0_seed13,-0.05544,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.1874492147089509,1.7179147714438538,0.23786186848687954,0.23622945719685345,0.18242216463983676,0.18242216463983676,,0.23622945719685345,0.18259083830590825,,,,0
ax1wm_finger_fq1s0_seed13,0.002759,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.4231286942111145,,0.4206194988746697,0.4206194988746697,0.42337887791034945,0.42337887791034945,,0.4206194988746697,0.42337887791034945,,,,0
ax1wm_finger_fq1s0_seed13,0.08928,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.7866546602842398,,0.7054661546666164,0.7054661546666164,0.7947460217303064,0.7947460217303064,,0.7054661546666164,0.7947460217303064,,,,0
ax1wm_finger_fq1s0_seed13,0.526852,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.7492454705688778,,1.270191451603742,1.270191451603742,1.7970434612503765,1.7970434612503765,,1.270191451603742,1.7970434612503765,,,,0
ax1wm_finger_fq1s0_seed14,-0.083504,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.2445744155749966,2.8951038013522825,0.3205065166197417,0.3176668872615808,0.23700261672690484,0.23700261672690484,,0.3176668872615808,0.2372946088013785,,,,0
ax1wm_finger_fq1s0_seed14,-0.015799,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.48275105096810095,,0.49711738377533365,0.49711738377533365,0.4813186306882009,0.4813186306882009,,0.49711738377533365,0.4813186306882009,,,,0
ax1wm_finger_fq1s0_seed14,0.122963,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.8532178668021028,,0.7413985495358104,0.7413985495358104,0.8643619383153192,0.8643619383153192,,0.7413985495358104,0.8643619383153192,,,,0
ax1wm_finger_fq1s0_seed14,0.555974,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.7838770728312239,,1.2783434400581914,1.2783434400581914,1.834317087760372,1.834317087760372,,1.2783434400581914,1.834317087760372,,,,0
ax1wm_finger_fq1s0_seed15,-0.080997,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.23474349598543706,2.211827283104261,0.30839561283885,0.30629623967311603,0.22739905264886248,0.22739905264886248,,0.30629623967311603,0.22761704183565729,,,,0
ax1wm_finger_fq1s0_seed15,-0.005975,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.48265931033577364,,0.48809232360322347,0.48809232360322347,0.4821176022680514,0.4821176022680514,,0.48809232360322347,0.4821176022680514,,,,0
ax1wm_finger_fq1s0_seed15,0.121406,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.8474450939184989,,0.7370421012552185,0.7370421012552185,0.8584480125160316,0.8584480125160316,,0.7370421012552185,0.8584480125160316,,,,0
ax1wm_finger_fq1s0_seed15,0.51025,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.7600572647317467,,1.2960989037204729,1.2960989037204729,1.8063490742945305,1.8063490742945305,,1.2960989037204729,1.8063490742945305,,,,0
ax1wm_finger_fq1s0_seed16,-0.050548,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.21172648305722508,1.6329538892023265,0.25769105886413324,0.2561742248600838,0.20714298652072483,0.20714298652072483,,0.2561742248600838,0.20729961166565508,,,,0
ax1wm_finger_fq1s0_seed16,-0.000802,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.4550861247718975,,0.4558157160326912,0.4558157160326912,0.45501337960219956,0.45501337960219956,,0.4558157160326912,0.45501337960219956,,,,0
ax1wm_finger_fq1s0_seed16,0.137655,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.8519620568977184,,0.7267826664718117,0.7267826664718117,0.8644376122220725,0.8644376122220725,,0.7267826664718117,0.8644376122220725,,,,0
ax1wm_finger_fq1s0_seed16,0.545006,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.799644098725179,,1.3040834515504507,1.3040834515504507,1.8490890511899218,1.8490890511899218,,1.3040834515504507,1.8490890511899218,,,,0
ax1wm_finger_fq1s0_seed9,-0.04734,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.20762146011642532,1.3268523027654737,0.2506690356279445,0.2494820687891899,0.2033288410766968,0.2033288410766968,,0.2494820687891899,0.20345225998497457,,,,0
ax1wm_finger_fq1s0_seed9,0.02859,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.4520045705024525,,0.4260067217082501,0.4260067217082501,0.4545967313792939,0.4545967313792939,,0.4260067217082501,0.4545967313792939,,,,0
ax1wm_finger_fq1s0_seed9,0.106482,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.8166282612155135,,0.7197967286331592,0.7197967286331592,0.826278628881972,0.826278628881972,,0.7197967286331592,0.826278628881972,,,,0
ax1wm_finger_fq1s0_seed9,0.595025,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.7620976105143007,,1.2210553026247435,1.2210553026247435,1.8160805313687525,1.8160805313687525,,1.2210553026247435,1.8160805313687525,,,,0
ax1wm_finger_fq1s1_seed10,0.020366,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.15807208168114653,1.5509404230009143,0.13955260054386065,0.13799592279850362,0.15991880769047856,0.15991880769047856,,0.13799592279850362,0.16007161123664962,,,,0
ax1wm_finger_fq1s1_seed10,0.098975,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.41003036511609703,,0.3200287205960845,0.3200287205960845,0.4190041361239575,0.4190041361239575,,0.3200287205960845,0.4190041361239575,,,,0
ax1wm_finger_fq1s1_seed10,0.212305,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.7455468031010988,,0.5524828618596763,0.5524828618596763,0.7647878288953639,0.7647878288953639,,0.5524828618596763,0.7647878288953639,,,,0
ax1wm_finger_fq1s1_seed10,0.649441,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.6177203617410039,,1.0271988844738713,1.0271988844738713,1.6766401055490472,1.6766401055490472,,1.0271988844738713,1.6766401055490472,,,,0
ax1wm_finger_fq1s1_seed11,0.017581,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.16167871383999696,1.2983116888693378,0.14569223710990017,0.1444209656557537,0.1632728536626085,0.1632728536626085,,0.1444209656557537,0.16339753753319144,,,,0
ax1wm_finger_fq1s1_seed11,0.089884,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.3955159944850573,,0.31378175199759617,0.31378175199759617,0.4036654497477367,0.4036654497477367,,0.31378175199759617,0.4036654497477367,,,,0
ax1wm_finger_fq1s1_seed11,0.190919,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.7056522620227231,,0.5320357024436594,0.5320357024436594,0.7229551342198418,0.7229551342198418,,0.5320357024436594,0.7229551342198418,,,,0
ax1wm_finger_fq1s1_seed11,0.546423,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.5272331200888625,,1.0303832485818536,1.0303832485818536,1.5768067059230821,1.5768067059230821,,1.0303832485818536,1.5768067059230821,,,,0
ax1wm_finger_fq1s1_seed12,0.017903,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.14075352801840418,0.9629430739829937,0.12447364536104158,0.12354886290300267,0.1423769256994383,0.1423769256994383,,0.12354886290300267,0.14246706478566498,,,,0
ax1wm_finger_fq1s1_seed12,0.108281,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.39371022129944194,,0.2952471294549559,0.2952471294549559,0.4035276556768981,0.4035276556768981,,0.2952471294549559,0.4035276556768981,,,,0
ax1wm_finger_fq1s1_seed12,0.205573,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.715851518821618,,0.5289094212113884,0.5289094212113884,0.7344824330100657,0.7344824330100657,,0.5289094212113884,0.7344824330100657,,,,0
ax1wm_finger_fq1s1_seed12,0.605501,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.560495968517239,,1.0099286751476073,1.0099286751476073,1.6154292522727287,1.6154292522727287,,1.0099286751476073,1.6154292522727287,,,,0
ax1wm_finger_fq1s1_seed13,-0.0001,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.15083037175003164,1.241128489311753,0.1509210119712011,0.1497185772535461,0.15082133328655176,0.15082133328655176,,0.1497185772535461,0.15094110338790934,,,,0
ax1wm_finger_fq1s1_seed13,0.075646,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.3931316814122394,,0.3243443610213166,0.3243443610213166,0.3999902412166129,0.3999902412166129,,0.3243443610213166,0.3999902412166129,,,,0
ax1wm_finger_fq1s1_seed13,0.205328,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.7067415649856899,,0.5200222252748536,0.5200222252748536,0.7253502788064224,0.7253502788064224,,0.5200222252748536,0.7253502788064224,,,,0
ax1wm_finger_fq1s1_seed13,0.642405,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.5424347845275665,,0.9583115479438166,0.9583115479438166,1.6007161388503848,1.6007161388503848,,0.9583115479438166,1.6007161388503848,,,,0
ax1wm_finger_fq1s1_seed14,0.008838,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.13859409011911267,1.2068594886610906,0.1305573354414552,0.1293702374783453,0.1393954993909939,0.1393954993909939,,0.1293702374783453,0.13951276017341097,,,,0
ax1wm_finger_fq1s1_seed14,0.07737,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.3815584413414748,,0.3112030340605283,0.3112030340605283,0.38857334998532284,0.38857334998532284,,0.3112030340605283,0.38857334998532284,,,,0
ax1wm_finger_fq1s1_seed14,0.177556,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.7082948463898459,,0.5468304089454442,0.5468304089454442,0.7243866208856298,0.7243866208856298,,0.5468304089454442,0.7243866208856298,,,,0
ax1wm_finger_fq1s1_seed14,0.559422,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.62165202887211,,1.1129830206284315,1.1129830206284315,1.672404878349338,1.672404878349338,,1.1129830206284315,1.672404878349338,,,,0
ax1wm_finger_fq1s1_seed15,0.006852,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.14296417818149562,0.9576696120202541,0.13673307659289216,0.13582763188470026,0.14358553130068732,0.14358553130068732,,0.13582763188470026,0.14367495833262284,,,,0
ax1wm_finger_fq1s1_seed15,0.091822,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.3906817730364766,,0.30718521593031456,0.30718521593031456,0.3990069429532201,0.3990069429532201,,0.30718521593031456,0.3990069429532201,,,,0
ax1wm_finger_fq1s1_seed15,0.229349,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.722356380962865,,0.5137932761270023,0.5137932761270023,0.7431420753503049,0.7431420753503049,,0.5137932761270023,0.7431420753503049,,,,0
ax1wm_finger_fq1s1_seed15,0.596193,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.580374605285443,,1.0382706294243167,1.0382706294243167,1.6344634548949055,1.6344634548949055,,1.0382706294243167,1.6344634548949055,,,,0
ax1wm_finger_fq1s1_seed16,0.005511,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.14777239140904,1.1913398541122053,0.14276145681424793,0.14160493652311046,0.14827207189029454,0.14827207189029454,,0.14160493652311046,0.14838665275249394,,,,0
ax1wm_finger_fq1s1_seed16,0.073089,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.4046417525181842,,0.3381790591796338,0.3381790591796338,0.41126853132613356,0.41126853132613356,,0.3381790591796338,0.41126853132613356,,,,0
ax1wm_finger_fq1s1_seed16,0.182487,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.7205727298072233,,0.5546242737442018,0.5546242737442018,0.7371113879486431,0.7371113879486431,,0.5546242737442018,0.7371113879486431,,,,0
ax1wm_finger_fq1s1_seed16,0.619968,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.5378535108782183,,0.9741311969544693,0.9741311969544693,1.5940993471329423,1.5940993471329423,,0.9741311969544693,1.5940993471329423,,,,0
ax1wm_finger_fq1s1_seed9,0.02578,apt,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.15737814083937787,1.3562370303649611,0.13393533629752707,0.13258720942907035,0.15971581091545578,0.15971581091545578,,0.13258720942907035,0.1598472486180683,,,,0
ax1wm_finger_fq1s1_seed9,0.09931,apt,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.39850803699729836,,0.308202315477625,0.308202315477625,0.40751212653298413,0.40751212653298413,,0.308202315477625,0.40751212653298413,,,,0
ax1wm_finger_fq1s1_seed9,0.205702,apt,5,59760,0,5416,5416,54344,54344,0,5416,54344,0.7179213149297798,,0.5308620493809604,0.5308620493809604,0.7365639062409164,0.7365639062409164,,0.5308620493809604,0.7365639062409164,,,,0
ax1wm_finger_fq1s1_seed9,0.645488,apt,20,58860,0,5340,5340,53520,53520,0,5340,53520,1.545200107064277,,0.9582732395529562,0.9582732395529562,1.603761195863052,1.603761195863052,,0.9582732395529562,1.603761195863052,,,,0
ax1wm_finger_q1s0_seed1,-0.082589,task,0,60060,6,5446,5440,54614,54614,0,5440,54620,0.1695609923137338,1.1165497819893062,0.24466082676712125,0.2436991845370968,0.16207218544309354,0.16207218544309354,,0.2436991845370968,0.16217703468475003,0.24515427045035354,1.8412164106685975,0.08599811240244354,1
ax1wm_finger_q1s0_seed1,-0.04506,task,1,60000,0,5440,5440,54560,54560,0,5440,54560,0.3952571746752154,,0.43623177115957945,0.43623177115957945,0.39117173103747815,0.39117173103747815,,0.43623177115957945,0.39117173103747815,0.24924010677436986,1.9687743207658914,0.0777909476080598,1
