model,site,target,horizon,receptive_field,r2_ridge,r2_mlp,ridge_lambda,feat_dim,n_train,n_test
rssm,enc,state,0,1,0.88717,0.86841,0.001,64,28000,12000
rssm,posterior,state,0,1,0.91883,0.90381,1000.0,640,28000,12000
rssm,post_deter,state,0,1,0.89795,0.88279,1000.0,512,28000,12000
rssm,post_stoch,state,0,1,0.83627,0.89178,0.1,128,28000,12000
rssm,prior,state,0,1,0.90366,0.89535,1000.0,640,28000,12000
rssm,enc,state,1,1,0.52931,0.60887,1.0,64,27972,11988
rssm,posterior,state,1,1,0.68989,0.68837,10.0,640,27972,11988
rssm,post_deter,state,1,1,0.67445,0.67279,10.0,512,27972,11988
rssm,post_stoch,state,1,1,0.56115,0.66993,0.1,128,27972,11988
rssm,prior,state,1,1,0.68276,0.68667,10.0,640,27972,11988
rssm,imag1,state,1,1,0.90375,0.89127,1000.0,640,27972,11988
rssm,enc,state,5,1,0.37286,0.40973,1.0,64,27860,11940
rssm,posterior,state,5,1,0.49456,0.46977,1000.0,640,27860,11940
rssm,post_deter,state,5,1,0.49258,0.46451,1000.0,512,27860,11940
rssm,post_stoch,state,5,1,0.3965,0.46643,10.0,128,27860,11940
rssm,prior,state,5,1,0.49443,0.47586,1000.0,640,27860,11940
rssm,imag5,state,5,1,0.89844,0.88533,1000.0,640,27860,11940
rssm,enc,state,20,1,0.14991,0.11607,10.0,64,27440,11760
rssm,posterior,state,20,1,0.19081,0.05239,1000.0,640,27440,11760
rssm,post_deter,state,20,1,0.19181,0.06007,1000.0,512,27440,11760
rssm,post_stoch,state,20,1,0.16321,0.15086,10.0,128,27440,11760
rssm,prior,state,20,1,0.19244,0.07255,1000.0,640,27440,11760
rssm,imag20,state,20,1,0.89216,0.87906,1000.0,640,27440,11760
rssm,enc,return_to_go,0,1,0.06384,0.71598,1000.0,64,28000,12000
rssm,posterior,return_to_go,0,1,0.02154,-0.01699,1000.0,640,28000,12000
rssm,post_deter,return_to_go,0,1,0.00523,-0.16817,1000.0,512,28000,12000
rssm,post_stoch,return_to_go,0,1,0.01913,0.08668,1000.0,128,28000,12000
rssm,prior,return_to_go,0,1,0.00469,-0.12966,1000.0,640,28000,12000
rssm,enc,regime,0,1,0.57476,0.97448,0.001,64,28000,12000
rssm,posterior,regime,0,1,0.11676,0.34873,1000.0,640,28000,12000
rssm,post_deter,regime,0,1,0.06812,-0.20544,1000.0,512,28000,12000
rssm,post_stoch,regime,0,1,0.13364,0.39085,1.0,128,28000,12000
rssm,prior,regime,0,1,0.06737,-0.12085,1000.0,640,28000,12000
rssm,enc,in_regime,0,1,0.17443,0.72909,10.0,64,28000,12000
rssm,posterior,in_regime,0,1,0.02962,0.00709,1000.0,640,28000,12000
rssm,post_deter,in_regime,0,1,0.01132,-0.12442,1000.0,512,28000,12000
rssm,post_stoch,in_regime,0,1,0.02607,0.10959,1000.0,128,28000,12000
rssm,prior,in_regime,0,1,0.01141,-0.13597,1000.0,640,28000,12000
